醫事機構代碼,醫事機構名稱,特約類別,電話,地址
5931112538,蒲公英藥局,藥局,02-26907770,新北市汐止區連興街１２６號１樓
3831111304,佳德中醫診所,診所,02-26411899,新北市汐止區連興街２８號１樓
3731111759,陽明牙醫診所,診所,02-26430822,新北市汐止區連興街５０號
3531112985,美連心診所,診所,02-26487391,新北市汐止區連興街６０號１樓
3731110583,詠翔牙醫診所,診所,02-26925481,新北市汐止區湖前街３５號１樓
3531111031,洪皮膚科診所,診所,02-26923923,新北市汐止區湖前街４１號
5931111568,湖前中西藥局,藥局,02-26925850,新北市汐止區湖前街４５號１樓
5931111586,品康藥局,藥局,02-26954441,新北市汐止區湖前街４７號１樓
3531110972,湖前診所,診所,02-26922219,新北市汐止區湖前街６０號－３
3731110574,五堵林牙醫診所,診所,02-86910518,新北市汐止區鄉長路２段１０－１號
3731111928,采風牙醫診所,診所,02-86915333,新北市汐止區新台五路１段１４１號３樓
3731111857,秀峰牙醫診所,診所,02-26488333,新北市汐止區新台五路１段１７２號１、２樓
3531112958,新台安診所,診所,02-26917810,新北市汐止區新台五路１段１７８號１樓
5931112494,長頸鹿藥局,藥局,02-26917810,新北市汐止區新台五路１段１７８號１樓
5931110258,春德堂藥局,藥局,02-26422048,新北市汐止區新台五路１段２２０號
3531112814,謝宏杰身心精神科診所,診所,02-86916588,新北市汐止區新台五路１段２３２號１樓
2331110011,新北市汐止區衛生所,診所,02-26412030,新北市汐止區新台五路１段２６６號地下１樓．地上１至４樓
JY31110010,知愛分子醫事檢驗所,檢驗所,02-26963331,新北市汐止區新台五路１段９０號１９樓
3731111777,牙典牙醫診所,診所,02-26961393,新北市汐止區新台五路１段９６號
3531110829,蘇右任耳鼻喉科診所,診所,02-26437991,新北市汐止區新台五路２段１０號
3731111679,成合牙醫診所,診所,02-86425159,新北市汐止區新台五路２段６號
3831111313,秀峰中醫診所,診所,02-26431219,新北市汐止區新台五路２段９號１樓
3731111884,微風牙醫診所,診所,02-86915333,新北市汐止區新台五路一段１４１號２樓
3831111260,周得民中醫診所,診所,02-26472779,新北市汐止區新昌路５０號１樓
3531112752,新和診所,診所,02-26918109,新北市汐止區新興路３６號
3531111077,東暉診所,診所,02-26433774,新北市汐止區新興路３號８樓
5931112476,大同藥局,藥局,02-26418399,新北市汐止區新興路７號１樓
3831111322,李春風中醫診所,診所,02-26479090,新北市汐止區福安街４７號１樓
5931112565,伯佑藥局,藥局,02-26957879,新北市汐止區福德一路１０６巷２號１樓
3731111839,唯真牙醫診所,診所,02-26958525,新北市汐止區福德一路１１３－１號１樓
3531112887,德祐小兒科診所,診所,02-26945180,新北市汐止區福德一路１１７之１號１樓
3831111297,敦揚中醫診所,診所,02-26934957,新北市汐止區福德一路１４１巷１５號１樓
5931112270,汐心藥局,藥局,02-86932859,新北市汐止區福德一路１５０號
3731110430,東波牙醫診所,診所,02-26933389,新北市汐止區福德一路１７７巷６號
5931110025,巧能藥局,藥局,02-26942858,新北市汐止區福德一路２０９號１樓
3531111022,陳正恆小兒科診所,診所,02-86931716,新北市汐止區福德一路２２０號１樓
3531112216,蘇小兒科診所,診所,02-26935513,新北市汐止區福德一路２４５號
5931112136,汐芷藥局,藥局,02-26924087,新北市汐止區福德一路２５５號
3731111937,尚風牙醫診所,診所,02-86951166,新北市汐止區福德一路２８、３０號１樓
3831110101,華成中醫診所,診所,02-26934346,新北市汐止區福德二路１００號
3531110623,弘人小兒科診所,診所,02-26932439,新北市汐止區福德二路１５２號１樓
5931111844,福恩藥師大藥局,藥局,02-26940835,新北市汐止區福德二路１７１之１號１樓
3531113017,馨生婦產科小兒科診所,診所,02-26927666,新北市汐止區福德二路２１５號、２１５之１號、２１５號１１樓
3531113026,馨悅婦產科診所,診所,02-26927666,新北市汐止區福德二路２１５號１２樓、２１５號之一１２樓
5931112583,快樂藥局汐止店,藥局,02-26931390,新北市汐止區福德二路２１５號１樓
3731110109,伯爵林牙醫診所,診所,02-26428225,新北市汐止區翠峰街２３號１樓－２
3831110076,華佗中醫診所,診所,02-26903318,新北市汐止區樟樹一路１０號
3731110289,翔齡牙醫診所,診所,02-26481901,新北市汐止區樟樹一路１１９巷４號
3531110605,黃玟珍診所,診所,02-26476506,新北市汐止區樟樹一路１２２號
5931110409,高登藥局,藥局,02-26487309,新北市汐止區樟樹一路１２２號－１
3531110838,戴政傑診所,診所,02-26433676,新北市汐止區樟樹一路１３３巷１號
5931110212,穎安中西大藥局,藥局,02-26412348,新北市汐止區樟樹一路１３５巷１３號
5931110034,麒豐藥局,藥局,02-26434737,新北市汐止區樟樹一路１３５巷２號
3531112725,洪振凱診所,診所,02-26918877,新北市汐止區樟樹一路１３６號
3731110172,宏國牙醫診所,診所,02-26430309,新北市汐止區樟樹一路１４１巷１１號１樓
3731110547,經典聯合牙醫診所,診所,02-26904000,新北市汐止區樟樹一路２０號１樓
5931112323,永康中西綜合藥局,藥局,02-86915580,新北市汐止區龍安路１７５號１樓
3731200019,美林牙醫診所,診所,02-26657351,新北市坪林區水柳腳路６４號１樓
2331200010,新北市坪林區衛生所,診所,02-26656272,新北市坪林區坪林街１０４號
7531200519,新北市坪林區衛生所附設居家護理所,居家護理,02-26656272,新北市坪林區坪林街１０４號
5931170021,士昌藥局,藥局,02-26018863,新北市林口區工六路３６號１樓
3731170052,林口周牙醫診所,診所,02-26035530,新北市林口區中山路１２９號１樓
3531171617,勝康骨科診所,診所,02-86012276,新北市林口區中山路１４３號１樓、１４５號１樓
5931171528,長康藥局,藥局,02-26012661,新北市林口區中山路１６６號１樓
5931170138,普生藥局,藥局,02-26024105,新北市林口區中山路１８８號１樓－１
3531171448,普正診所,診所,02-26024315,新北市林口區中山路１８８號１樓之１
3731170034,超群牙醫診所,診所,02-26030730,新北市林口區中山路１８８號２樓－１
3731171237,翰品牙醫診所,診所,02-26011399,新北市林口區中山路１９０號１、２、３樓
3531170174,明揚診所,診所,02-26035801,"新北市林口區中山路１９２號 １、２樓"
3531171322,健雄診所,診所,02-26030322,新北市林口區中山路１９４號１、２樓
3531171340,全英眼科診所,診所,02-26010365,新北市林口區中山路１９６號１樓、２樓
7431171137,康富居家護理所,居家護理,02-86018591,新北市林口區中山路５１８號３樓之１
5931171537,菩提藥局,藥局,02-26003482,新北市林口區中山路５２６號１樓
3531171493,仁邦診所,診所,02-86012201,新北市林口區中山路５３４號１、２樓
5931171546,安禾藥局,藥局,02-86012205,新北市林口區中山路５３４號１樓
5931170012,存明藥局,藥局,02-26011618,新北市林口區中山路９１號
3731170070,廖宰洲牙醫診所,診所,02-26017187,新北市林口區中山路９７巷１號
3731170061,坤冉牙醫診所,診所,02-26012321,新北市林口區中正路１４３號
3531170147,仲全診所,診所,02-86012801,新北市林口區中正路２００號１樓
5931170067,宏宇藥局,藥局,02-26031948,新北市林口區中正路２８８號１樓
3731170043,吉隆牙醫診所,診所,02-26030006,新北市林口區中正路２９５號
7431171146,欣欣居家護理所,居家護理,02-26009007,新北市林口區仁愛村公園路１６７－２號１樓
5931171608,榮昌藥局,藥局,02-26011312,新北市林口區仁愛路１段４１０號
5931171582,綠園藥局,藥局,02-86012258,新北市林口區仁愛路２段１０５號１樓
3531171644,杏安診所,診所,02-26016068,新北市林口區仁愛路２段１１７號１樓
3831171248,妙吉祥中醫診所,診所,02-26030909,新北市林口區仁愛路２段１５２號１樓
3831171186,達可得黃中醫診所,診所,02-26098067,新北市林口區仁愛路２段２６９號２樓之１
5931171297,安康藥局,藥局,02-26030356,新北市林口區仁愛路２段６０號
3531171386,林漢邦診所,診所,02-26030056,新北市林口區仁愛路２段６０號１－２樓
5931171313,林口啄木鳥藥局,藥局,02-26027547,新北市林口區仁愛路２段８０號
3731171219,四季牙醫診所,診所,02-26028518,新北市林口區仁愛路２段８號１樓
3531171528,陽光耳鼻喉科診所,診所,02-26016068,新北市林口區仁愛路二段１１７號１樓
3731171246,馥華牙醫診所,診所,02-86019951,新北市林口區仁愛路二段２４號１、２樓２６號１、２、３樓
3731171255,禾亞牙醫診所,診所,02-86019951,新北市林口區仁愛路二段２４號１、２樓２６號１、２、３樓
3531171573,何文藻皮膚科診所,診所,02-26084383,新北市林口區仁愛路二段２６９、２７１號１樓
3731171200,心悅牙醫診所,診所,02-26024198,新北市林口區仁愛路二段５２０號
5931171591,頤康中西藥局,藥局,02-26094811,新北市林口區公園路１３１巷７號１樓
3531171368,侯志龍小兒科診所,診所,02-26089001,新北市林口區公園路２５號１樓
3531171537,美德信診所,診所,02-26097777,新北市林口區文化２路１段２４０－１號１樓
5931171617,蛋寶藥局,藥局,02-26097371,新北市林口區文化２路１段３７２號１樓、２樓
3531171484,未來小兒科診所,診所,02-26029090,新北市林口區文化２路１段５７７號１樓
3731171102,麗林牙醫診所,診所,02-26008350,新北市林口區文化二路１段１２０巷３號１樓
3531171331,豐家診所,診所,02-26083666,新北市林口區文化二路１段１５８號
7431171048,美善居家護理所,居家護理,02-26092380,新北市林口區文化二路１段２０巷１５號１１樓
7431171084,康健居家護理所,居家護理,02-26098531,新北市林口區文化二路１段２０巷２３號９樓之２
3731171148,惠群牙醫診所,診所,02-26098280,新北市林口區文化二路１段２０巷９號
5931171242,旺林藥局,藥局,02-26000186,新北市林口區文化二路１段２２８號
3531171635,忠孝復健專科診所,診所,02-26094101,新北市林口區文化二路１段２３０巷２２弄１９號１樓
3531171439,黃紹基診所,診所,02-26005385,新北市林口區文化二路１段３７２－２號１樓
3831171220,鼎豐中醫診所,診所,02-26085817,新北市林口區文化二路１段３８０－１號１樓
5931171340,家欣藥師藥局,藥局,02-26025388,新北市林口區文化二路１段５６７號１樓
3531171546,未來婦產科診所,診所,02-26029090,新北市林口區文化二路１段５７７號１樓
5931171573,安心藥局,藥局,02-26029090,新北市林口區文化二路１段５７７號１樓
3831171168,國寶堂中醫診所,診所,02-26021950,新北市林口區文化二路２段１５９號１樓
3831171257,信隆堂中醫診所,診所,02-26017747,新北市林口區文化二路２段８６號１樓
3831171211,元康中醫診所,診所,02-26089690,新北市林口區文化二路一段１６８號１樓
3531171519,劉乃豪診所,診所,02-26086865,新北市林口區文化二路一段９０號１樓
3731171228,澄明牙醫診所,診所,02-26002335,新北市林口區文化三路一段３５８號１樓
5931170165,龍點藥局,藥局,02-26021406,新北市林口區民族路６７號１樓
3731171139,林安牙醫診所,診所,02-26012000,新北市林口區竹林路１６１號
3531171671,德林診所,診所,02-26022210,新北市林口區竹林路１７０號１樓
5931171564,家弘藥局,藥局,02-26024851,新北市林口區竹林路１７２號１樓
3831171239,佳恩中醫診所,診所,02-26018186,新北市林口區竹林路５８號１樓
3531170209,佳眼科診所,診所,02-26019512,新北市林口區竹林路６９號
3731171264,亞德牙醫診所,診所,02-26081709,新北市林口區忠孝一路２０號１樓及夾層
3531171402,麗林耳鼻喉科診所,診所,02-26082795,新北市林口區忠孝路３７９號１樓
3731171193,沃德牙醫診所,診所,02-26086699,新北市林口區忠孝路３８１號
5931171395,榮新藥局,藥局,02-26089789,新北市林口區忠孝路３８３號１樓
2331170017,新北市林口區衛生所,診所,02-26011005,新北市林口區林口路７０號
3731171184,禾林牙醫診所,診所,02-26014822,新北市林口區菁湖里竹林路１６６號１樓
3531171304,宏愛診所,診所,02-86011700,新北市林口區菁湖里林口路４７號１樓
5931171251,喜樂藥師藥局,藥局,02-26005566,新北市林口區麗林里公園路１５號１樓
5931171233,狀元葯師藥局,藥局,02-26096215,新北市林口區麗林里文化２路１段６２號１樓之１
3531170192,捷仁診所,診所,02-26009405,新北市林口區麗園１街６巷１號１樓－４
3731170089,麗園牙醫診所,診所,02-26095662,新北市林口區麗園１街６巷２號１樓－１
5931170129,麗園藥局,藥局,02-26009405,新北市林口區麗園一街６巷１－４號１Ｆ
5931171411,康旭藥局,藥局,02-26007808,新北市林口區麗園一街６巷９號１樓－３
3531171466,宗男診所,診所,02-26003179,新北市林口區麗園一街６巷９號１樓之４
3731171166,天翔牙醫診所,診所,02-26084135,新北市林口區麗園一街９巷２號１樓－４、文化二路１段５７９號１
3531018400,榮新診所,診所,02-29506389,新北市板橋區三民路１段１４３號１樓
3531018357,榮恩診所,診所,02-29554395,新北市板橋區三民路１段１４７號１樓
3531018508,佑福診所,診所,02-29582666,新北市板橋區三民路１段１巷３８弄５號１樓
3831011345,健福中醫診所,診所,02-29597695,新北市板橋區三民路１段５４.５６號１樓
3531013530,健誠眼科診所,診所,02-29542999,新北市板橋區三民路１段７０號
3531018384,遠華婦幼診所,診所,02-89535508,新北市板橋區三民路２段１１０號１樓至７樓
5931015810,辰陽藥局,藥局,02-29533058,新北市板橋區三民路２段１１０號之２〈１樓〉
3731011941,育德牙醫診所,診所,02-29538985,新北市板橋區三民路２段１１３號
3831013956,天祐中醫診所,診所,02-29568821,新北市板橋區三民路２段１１９號（１樓）
5931015696,麗森藥師藥局連鎖麗寶藥局,藥局,02-29557141,新北市板橋區三民路２段１３３號１樓
3831013429,鴻仁中醫診所,診所,02-29546268,新北市板橋區三民路２段１３６之２號１樓
3531015490,連建安診所,診所,02-29519918,新北市板橋區三民路２段１４６號１樓
5931011152,福勝堂藥局,藥局,02-89647157,新北市板橋區三民路２段１５３巷２弄２號
5931010397,正成藥師藥局,藥局,02-29512760,新北市板橋區三民路２段１５４巷７號
3731013669,振榮牙醫診所,診所,02-29615813,新北市板橋區三民路２段１５７號
3531011750,慈蕙診所,診所,02-29556754,新北市板橋區三民路２段２０２－２９號
5931012239,信昌藥局,藥局,02-29510784,新北市板橋區三民路２段２０２－９號
3731010211,偉仁牙醫診所,診所,02-29581797,新北市板橋區三民路２段２０３－５號
5931010888,俊昌藥局,藥局,02-29642498,新北市板橋區三民路２段２４５巷１２號
3531017083,樂福診所,診所,02-29560606,新北市板橋區三民路２段８９號
3531012766,蕭奕仁診所,診所,02-29523187,新北市板橋區三民路２段９３號
5931011125,大庭藥局,藥局,02-29679689,新北市板橋區大仁街１號
3731014853,嘉品牙醫診所,診所,02-29650116,新北市板橋區大仁街７０號１樓
5931015721,新進發大藥局,藥局,02-22593926,新北市板橋區大同街２４號１樓
3531011536,鄧茂雄診所,診所,02-22522543,新北市板橋區大同街５５號
JY31010024,遠東醫事檢驗所,檢驗所,02-82510989,新北市板橋區大同街８巷５號１樓
3531017805,丞志耳鼻喉診所,診所,02-29587980,新北市板橋區大明街１２號１樓
5931011107,安祥藥局,藥局,02-29554501,新北市板橋區大明街７號
3731010140,子欽牙醫診所,診所,02-29691908,新北市板橋區大智街１５號
5931010744,啟暉藥局,藥局,02-29669166,新北市板橋區大智街３號
5931010477,華傳綜合大藥局,藥局,02-29670029,新北市板橋區大智街４０號
3731011067,瑞安牙醫診所,診所,02-29670314,新北市板橋區大智街７３號１樓
3731013909,安和牙醫診所,診所,02-29606415,新北市板橋區大觀路２段１４２－４號
3531011456,愛德診所,診所,02-29682079,新北市板橋區大觀路２段１５２號
3831014113,大觀中醫診所,診所,02-89698865,新北市板橋區大觀路２段１７４巷１１８弄１２號１樓
2631010021,板橋榮譽國民之家醫務室,診所,02-22755157,新北市板橋區大觀路２段３２號
5931011223,民侑藥局,藥局,02-22755938,新北市板橋區大觀路２段３７巷３１０號
5931015687,正康健保藥局,藥局,02-22756681,新北市板橋區大觀路２段６５號１樓
5931013656,浮洲藥局,藥局,02-26758610,新北市板橋區大觀路３段２１９巷８號１樓
5931012131,中山大藥局,藥局,02-29575029,新北市板橋區中山路１段１０７號
3531017412,全生診所,診所,02-29517256,新北市板橋區中山路１段１１１號１樓及４樓
3531018535,育馨婦產科診所,診所,02-89531086,新北市板橋區中山路１段２０８號１、２樓
3531018606,育馨中山婦產科診所,診所,02-89531060,新北市板橋區中山路１段２１６號１～４樓
3731014700,信安牙醫診所,診所,02-89521557,新北市板橋區中山路１段２６７號(１、２樓)
5931016442,板橋中山藥局,藥局,02-89533066,新北市板橋區中山路１段２６號１樓及地下１樓
3531016737,加妃整形外科診所,診所,02-29632200,新北市板橋區中山路１段２６號４樓
3531015463,板橋諾貝爾眼科診所,診所,02-29633456,新北市板橋區中山路１段２之１號、２之２號、２號２樓之１
8431011057,永吉康復之家,康復之家,02-89522801,新北市板橋區中山路１段２號４樓－２
3731014068,日麗牙醫診所,診所,02-29549649,新北市板橋區中山路１段３０號１樓
3531017716,遠興婦產科診所,診所,02-89510099,新北市板橋區中山路１段９１號１樓－７樓
3731013981,軒品牙醫診所,診所,02-89511515,新北市板橋區中山路２段１０８號１、２樓
3831012593,同心堂中醫診所,診所,02-89531121,新北市板橋區中山路２段１２３號
3831014248,璞和中醫診所,診所,02-29570566,新北市板橋區中山路２段１３４號（１樓）
3531017814,佳誠診所,診所,02-89521258,新北市板橋區中山路２段１４０號１樓
5931015954,廣和藥師藥局,藥局,02-29522070,新北市板橋區中山路２段１５０號〈１樓、２樓、３樓〉
3531018311,順心診所,診所,02-89520669,新北市板橋區中山路２段１６０號１樓
5931016380,樂心藥局,藥局,02-29636339,新北市板橋區中山路２段１６０號１樓
3731010819,智中牙醫診所,診所,02-29648215,新北市板橋區中山路２段１６６號
3531018633,聖心診所,診所,02-89538216,新北市板橋區中山路２段１７號１樓
3531018740,嘉禾診所,診所,02-29522688,新北市板橋區中山路２段１９４號（１樓）
3531015383,林子敬診所,診所,02-29591986,新北市板橋區中山路２段１９８號
3731014031,東華牙醫診所,診所,02-29620089,新北市板橋區中山路２段２００號
5931016620,福安藥局,藥局,02-29540875,新北市板橋區中山路２段２１５號１、２樓
3731013776,德崴聯合牙醫診所,診所,02-29504581,新北市板橋區中山路２段２２４號
5931010011,埔墘藥局,藥局,02-29646705,新北市板橋區中山路２段２２７號
3531017752,德一診所,診所,02-29535396,新北市板橋區中山路２段２３６號１樓－３樓及２３８號２樓－３樓
5931015829,德一藥局,藥局,02-29535717,新北市板橋區中山路２段２３８號１樓
5931010217,皇安藥局,藥局,02-29524089,新北市板橋區中山路２段２４１號
3531012211,馨杏園婦產科診所,診所,02-29534000,新北市板橋區中山路２段２４號１樓及４０巷２弄２號１樓
3531011018,柯明奇耳鼻喉科診所,診所,02-29622255,新北市板橋區中山路２段２５６號
3831012753,和康中醫診所,診所,02-89530695,新北市板橋區中山路２段２９１－１１號１樓
3531012355,韓眼科診所,診所,02-29512284,新北市板橋區中山路２段３００號
3531016880,瑞信眼科診所,診所,02-29578781,新北市板橋區中山路２段３０５號１、２樓
3731010346,中心牙醫診所,診所,02-29515959,新北市板橋區中山路２段３０８號
5931016273,湯明藥局,藥局,02-29571980,新北市板橋區中山路２段３１９號１樓
3531018759,實健診所,診所,02-89526627,新北市板橋區中山路２段３２號１樓
3531018777,心康診所,診所,02-29626888,新北市板橋區中山路２段３４號（１樓）
5931016175,愛美得藥局,藥局,02-89539190,新北市板橋區中山路２段３４號１樓
3831013509,施丞修中醫診所,診所,02-2956-2225,新北市板橋區中山路２段３６２號
3531013343,曾皮膚科診所,診所,02-29534710,新北市板橋區中山路２段３６５號
3531013487,盛強耳鼻喉科診所,診所,02-29576630,新北市板橋區中山路２段３６７號
3531012677,雷世陽婦產科診所,診所,02-89534058,新北市板橋區中山路２段３７７號
3731010186,鴻元牙醫診所,診所,02-29619191,新北市板橋區中山路２段３８０號１樓
5931015749,品品藥局,藥局,02-29647917,新北市板橋區中山路２段４０２號〈１樓〉
3731013589,忠丞牙醫診所,診所,02-29585820,新北市板橋區中山路２段４０８號
3831013983,裕安中醫診所,診所,02-29506656,新北市板橋區中山路２段４８７號（１樓）
3531011205,長生外科診所,診所,02-29520708,新北市板橋區中山路２段４９７號
3731010168,安榮牙醫診所,診所,02-29526590,新北市板橋區中山路２段４９９號１樓
5931013361,長欣藥師藥局,藥局,02-29585308,新北市板橋區中山路２段５０５巷３６號
3831013652,全泰中醫診所,診所,02-89532998,新北市板橋區中山路２段７８號（１樓）
3731014460,精英牙醫診所,診所,02-89647016,新北市板橋區中山路２段８４之４號１樓、２樓
3531012837,大川診所,診所,02-89532285,新北市板橋區中山路２段８４之６號１.２.３.４樓
5931016746,大川藥局,藥局,02-29555011,新北市板橋區中山路２段８６號（１樓）
3731010435,章牙醫診所,診所,02-29558997,新北市板橋區中山路２段８６號２樓
3531018197,大鈞診所,診所,02-29646656,新北市板橋區中山路２段８８號１～４樓
3731014264,合美牙醫診所,診所,02-89642000,新北市板橋區中山路２段９９號１、２樓
3531016479,黃外科診所,診所,02-29614516,新北市板橋區中山路一段３０號２樓
3531016433,熊明旺耳鼻喉科診所,診所,02-89525545,新北市板橋區中山路二段８４之２號１樓、２樓
3531015678,孫三源婦產科家庭醫學科診所,診所,02-29660660,新北市板橋區中正路１８６號、１８６之１號、１８８號
1531010082,板新醫院,地區醫院,02-29609955,新北市板橋區中正路１８９號
3531013334,毅宏耳鼻喉科診所,診所,02-22724269,新北市板橋區中正路１９０號
3531017887,昌弘復健科診所,診所,02-29660066,新北市板橋區中正路１９４號、１９４－１號、１９４－２號
3531011670,潘內科小兒科診所,診所,02-29698128,新北市板橋區中正路１巷１４號１樓
5931011447,日生大藥局,藥局,02-29675261,新北市板橋區中正路１巷１６弄１６號
5931014822,常仁藥局,藥局,02-29674999,新北市板橋區中正路１巷４號
3831011309,日祥中醫診所,診所,02-29662359,新北市板橋區中正路２０３號１．２．３樓
5931016399,台安藥局,藥局,02-29663600,新北市板橋區中正路２０４號１樓、２樓、３樓
3731014586,尚美牙醫診所,診所,02-89653000,新北市板橋區中正路２０７號１、２樓
3531013576,江德賢眼科診所,診所,02-29667187,新北市板橋區中正路２０９號
3531018008,尚品皮膚科診所,診所,02-29671036,新北市板橋區中正路２１０號１、２樓
5931015490,微笑藥局,藥局,02-29655811,新北市板橋區中正路２１１號
3531016826,嘉齡診所,診所,02-29651888,新北市板橋區中正路２２３號
3731010560,兆祥牙醫診所,診所,02-29671981,新北市板橋區中正路２３３號
3731010248,光仁牙醫診所,診所,02-22721045,新北市板橋區中正路２３４號
3731013874,馬太牙醫診所,診所,02-29679982,新北市板橋區中正路２３４號之１
3831010357,壽春中醫診所,診所,02-29693238,新北市板橋區中正路２３６巷６號
5931010066,翰林藥局,藥局,02-29602748,新北市板橋區中正路２４０號
3531010940,張俊明外科婦科診所,診所,02-29669697,新北市板橋區中正路２５１號１樓及２５１之２號
3731010622,玉山牙醫診所,診所,02-29680110,新北市板橋區中正路２６５號
3731013856,盈仁牙醫診所,診所,02-29653066,新北市板橋區中正路２７８號
3531017976,周延隆耳鼻喉科診所,診所,02-29680750,新北市板橋區中正路２８３號１樓
3831010124,生永中醫診所,診所,02-29651386,新北市板橋區中正路２９號
3731014666,上安牙醫診所,診所,02-29699738,新北市板橋區中正路３１７號
3531015954,當代聯合診所,診所,02-29651535,新北市板橋區中正路３１９號
3731010944,卓群牙醫診所,診所,02-29676965,新北市板橋區中正路３１號１樓及地下室
3831013401,六合堂中醫診所,診所,02-29668397,新北市板橋區中正路３３２－６號
3531017725,北陽骨科診所,診所,02-29651868,新北市板橋區中正路３３９號１樓、２樓
3831010839,德昇中醫診所,診所,02-22720299,新北市板橋區中正路３７號１樓．地下１樓
3731013829,岳德聯合牙醫診所,診所,02-29699292,新北市板橋區中正路４３號１，２樓
3731011674,人仁牙醫診所,診所,02-29609879,新北市板橋區中正路９１號
3531016513,徐自菱皮膚科診所,診所,02-22551158,新北市板橋區互助街２９號１樓及３１號１樓
3531017369,安慶診所,診所,02-22593168,新北市板橋區互助街７７巷１號（１樓）
3531012408,郭基隆診所,診所,02-29554101,新北市板橋區五權街４１號
3531016095,宏元小兒科診所,診所,02-82583603,新北市板橋區仁化街１號１樓
5931016595,宥康婦幼健保藥局,藥局,02-82528162,新北市板橋區仁化街３０號１樓
3731014648,米蘭時尚牙醫診所,診所,02-22511246,新北市板橋區仁化街４０號１樓
3731014344,恩美牙醫診所,診所,02-22587098,新北市板橋區仁化街４２巷７號１樓
3731013623,英倫牙醫診所,診所,02-82571818,新北市板橋區仁化街６４巷３號２樓
3531017298,張博揚小兒科診所,診所,02-22583867,新北市板橋區仁化街８５號１樓
3731011576,良鴻牙醫診所,診所,02-22537835,新北市板橋區仁化街８７號１樓
5931010646,人民藥局,藥局,02-89533956,新北市板橋區仁愛路５９號
5931016004,晴天藥局,藥局,02-22506165,新北市板橋區文化路１段１１６號２樓
3531017921,張英睿皮膚專科診所,診所,02-22506065,新北市板橋區文化路１段１１８號（１、２樓、３樓）
3731013365,誠信牙醫診所,診所,02-29651179,新北市板橋區文化路１段１２５號
3731013990,台達牙醫診所,診所,02-82512311,新北市板橋區文化路１段１３４號
3731014808,絕美牙醫診所,診所,02-22573300,新北市板橋區文化路１段１３８號１樓、２樓
3731014817,瀚美牙醫診所,診所,02-22583300,新北市板橋區文化路１段１３８號１樓、２樓
3531013941,瑞明眼科診所,診所,02-29685558,新北市板橋區文化路１段１３號１樓、２樓
3531016791,名冠診所,診所,02-29679988,新北市板橋區文化路１段１４５、３樓之５號
3531013049,蔡英傑皮膚科診所,診所,02-22593133,新北市板橋區文化路１段１４６號１樓
5931013852,瑞明藥局,藥局,02-22728467,新北市板橋區文化路１段１７號
3531013236,燦明眼科診所,診所,02-22556163,新北市板橋區文化路１段１８０號
3531013316,鴻德診所,診所,02-22573649,新北市板橋區文化路１段１８４號
3731010220,胡牙醫診所,診所,02-22580233,新北市板橋區文化路１段１８８巷１６號
0931010016,中英醫療社團法人中英醫院,地區醫院,02-22563584,新北市板橋區文化路１段１９６號１－４樓
3531017145,博恩泌尿科外科診所,診所,02-29684991,新北市板橋區文化路１段２０３號１樓
3531011901,陳恩哲小兒科診所,診所,02-22567200,新北市板橋區文化路１段２１６號１、２樓
5931013825,晨恩藥局,藥局,02-22573400,新北市板橋區文化路１段２１６號１樓
3531017903,陳志洪診所,診所,02-82522832,新北市板橋區文化路１段２１６號１樓、２樓
3731013614,晶美牙醫診所,診所,02-89681189,新北市板橋區文化路１段２１９－１號〈共４層使用１至３樓〉
3531017163,喬美整形外科診所,診所,02-8969-9988,新北市板橋區文化路１段２１９之４號２樓，之５號１、２樓
0931010025,中英醫療社團法人板英醫院,地區醫院,02-82513923,新北市板橋區文化路１段２６７、２６９、２７１號１－４樓
3531017181,楊孟達身心精神科診所,診所,02-22555222,新北市板橋區文化路１段２７５號１樓
3731011414,勇年牙醫診所,診所,02-22570479,新北市板橋區文化路１段２７７號１樓
3731014657,悅美牙醫診所,診所,02-22720623,新北市板橋區文化路１段２７號１樓－３樓、２９號１樓－３樓
3531016282,惠馨婦產科診所,診所,02-66202200,新北市板橋區文化路１段２９２號１至３樓
5931016684,晏群藥局,藥局,02-66201398,新北市板橋區文化路１段２９２號１樓
3531017421,板橋大愛眼科診所,診所,02-22569666,新北市板橋區文化路１段２９４號１樓、２樓
3831013858,祐新中醫診所,診所,02-82573668,新北市板橋區文化路１段３０６號１樓２樓
3831014097,老德燕中醫診所,診所,02-89681313,新北市板橋區文化路１段３０號１樓
3531010780,信德診所,診所,02-22570295,新北市板橋區文化路１段３１０號
3731010515,安信牙醫診所,診所,02-22587889,新北市板橋區文化路１段３５５號１.２樓
3731014013,潔品牙醫聯合診所,診所,02-22598811,新北市板橋區文化路１段３５９號１，２，３，４樓
5931013781,佳和藥局,藥局,02-22589598,新北市板橋區文化路１段３８７巷５號１樓
3731010328,大林牙醫診所,診所,02-29683666,新北市板橋區文化路１段３號２樓
3731013703,薪馨牙醫診所,診所,02-89658960,新北市板橋區文化路１段７號１、２樓
3731014728,新板耀美牙醫診所,診所,02-22710777,新北市板橋區文化路１段８５號１、２樓
3531015892,秀娥婦產科診所,診所,02-22580271,新北市板橋區文化路１段９８號
3731012215,新安牙醫診所,診所,02-22590308,新北市板橋區文化路２段１２號１樓
3831014239,德川中醫診所,診所,02-22501930,新北市板橋區文化路２段１３號１樓
