id,許可證字號,動物用藥品名稱,英文名稱,業者名稱,有效期間,官方網址
106284,動物藥製字第06284號,華祿福口服液,,華達化學製藥廠股份有限公司土城工廠,"至92年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06284
106285,動物藥製字第06285號,華達氯黴素五０％散,,華達化學製藥廠股份有限公司土城工廠,"至92年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06285
106286,動物藥製字第06286號,殺球蟲,,中國派斯德股份有限公司,"至76年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06286
106287,動物藥製字第06287號,美仙肥,MESENFAC,辰和科技藥業股份有限公司南科分公司,至109年04月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06287
106288,動物藥製字第06288號,立必樂黴素,,立益製藥股份有份有限公司,"至76年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06288
106289,動物藥製字第06289號,益靈黴素－Ｖ,,立益製藥股份有份有限公司,"至76年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06289
106290,動物藥製字第06290號,益樂黴素,,寶島製藥股份有限公司,至109年04月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06290
106291,動物藥製字第06291號,豬友仙口服液劑,"TZUYUSEN ORAL SUSPENSION",辰和科技藥業股份有限公司南科分公司,至109年04月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06291
106292,動物藥製字第06292號,璟誼百健黴懸濁針,,璟誼製藥有限公司,"至78年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06292
106293,動物藥製字第06293號,鏈黴素－飲水粉劑,,光田化學製藥有限公司,"至76年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06293
106294,動物藥製字第06294號,畜寶素,,全信製藥有限公司,"至82年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06294
106295,動物藥製字第06295號,動物用樂蟲滅-二００,,中國化學製藥股份有限公司台南官田廠,"至82年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06295
106296,動物藥製字第06296號,滅蟲效,,玉山製藥股份有限公司宜蘭廠,"至76年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06296
106297,動物藥製字第06297號,豬傳染性萎縮性鼻炎抗原（ＡＲ抗原）「國光」,,國光血清疫苗製造股份有限公司,"至78年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06297
106298,動物藥製字第06298號,立必樂黴素－Ｔ,,立益製藥股份有份有限公司,"至76年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06298
106300,動物藥製字第06300號,百利新黴素-100,NEOMYCIN-100,百益實業有限公司,"至94年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06300
106301,動物藥製字第06301號,百利肺炎寧,,百益實業有限公司,"至94年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06301
106303,動物藥製字第06303號,強力鴿,,維生化學製藥股份有限公司,"至84年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06303
106304,動物藥製字第06304號,育秀肥-一００,,維生化學製藥股份有限公司,"至82年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06304
106305,動物藥製字第06305號,育秀肥-二五,,維生化學製藥股份有限公司,"至82年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06305
106306,動物藥製字第06306號,立大黴素,,立益製藥股份有份有限公司,"至76年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06306
106307,動物藥製字第06307號,福樂西林,FROCILLIN,亞東聯合股份有限公司,至109年04月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06307
106308,動物藥製字第06308號,新功應樂黴素,,新功藥品工業有限公司,"至80年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06308
106309,動物藥製字第06309號,新功泰力黴素,,新功藥品工業有限公司,"至80年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06309
106310,動物藥製字第06310號,「中國新藥」碘化酪蛋白,,中國新藥工業股份有限公司,"至82年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06310
106312,動物藥製字第06312號,克球蟲可溶散,,台灣三鷹製藥股份有限公司,"至92年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06312
106313,動物藥製字第06313號,４麥加配爾西林Ｇ,,新功藥品工業有限公司,"至80年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06313
106315,動物藥製字第06315號,力素水溶性粉,"RONIDAZOLE 10%",公源藥品股份有限公司觀音廠,至109年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06315
106316,動物藥製字第06316號,水溶性克呼靈,,中國派斯德股份有限公司,"至76年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06316
106317,動物藥製字第06317號,「應元」二氫鏈黴素針劑,,應元化學製藥股份有限公司,"至76年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06317
106318,動物藥製字第06318號,「應元」鍵黴素針劑,,應元化學製藥股份有限公司,"至76年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06318
106319,動物藥製字第06319號,速大黴素乾粉注射劑,"SPIRAMYCIN INJECTION",嘉信藥品股份有限公司,至107年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06319
106320,動物藥製字第06320號,靈速特黴素注射液,"LINCOSPECTMYCIN INJECTION",嘉信藥品股份有限公司,至107年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06320
106321,動物藥製字第06321號,漁博仕,"HIBRO SEPT",中國派斯德股份有限公司,至109年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06321
106322,動物藥製字第06322號,百利淨粉,,璟誼製藥有限公司,"至82年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06322
106323,動物藥製字第06323號,百利淨-水產用,"PARAZIN FISH",大豐化學製藥股份有限公司,至107年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06323
106324,動物藥製字第06324號,誼利素,,大豐化學製藥股份有限公司,"至92年11月29日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06324
106325,動物藥製字第06325號,「中國新藥」碘化酪蛋白ＰＦ,,中國新藥工業股份有限公司,"至82年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06325
106326,動物藥製字第06326號,高望力多黴素,,華達化學製藥廠股份有限公司土城工廠,"至92年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06326
106327,動物藥製字第06327號,力拔黴素水溶散,,台灣三鷹製藥股份有限公司,"至90年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06327
106328,動物藥製字第06328號,樂可肥,,台灣三鷹製藥股份有限公司,"至82年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06328
106329,動物藥製字第06329號,北里黴素-Ｌ二二０,,台灣三鷹製藥股份有限公司,"至82年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06329
106330,動物藥製字第06330號,多可靈,DOXYCLINE,寶島製藥股份有限公司,至109年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06330
106331,動物藥製字第06331號,益能黴素,,玉山製藥股份有限公司宜蘭廠,"至76年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06331
106332,動物藥製字第06332號,華達長效配尼西林懸濁針,"HUATA PENIMYCIN LA SUSPENSION INJ",華達化學製藥廠股份有限公司土城工廠,至109年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06332
106333,動物藥製字第06333號,「華達複方黴素」懸濁針,"HUATA COMPLEX SUSPENSION INJ",華達化學製藥廠股份有限公司土城工廠,至109年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06333
106334,動物藥製字第06334號,新功克蟲精錠,,新功藥品工業有限公司,"至80年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06334
106335,動物藥製字第06335號,新功驅蟲益膠囊,,新功藥品工業有限公司,"至80年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06335
106336,動物藥製字第06336號,百利優得寧,UCTRLIN,百益實業有限公司,"至94年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06336
106337,動物藥製字第06337號,玉山長效西林注,,玉山製藥股份有限公司宜蘭廠,"至76年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06337
106339,動物藥製字第06339號,中興蟲立除粉,GOODCIDE,中興藥品工業股份有限公司,至109年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06339
106340,動物藥製字第06340號,勇豬肥-一二０,,中吉飼料藥品股份有限公司,"至82年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06340
106341,動物藥製字第06341號,勇豬肥-二０,,中吉飼料藥品股份有限公司,"至82年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06341
106342,動物藥製字第06342號,濃可泰水性懸浮液,,上來新科化股份有限公司,(已失效),http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06342
106343,動物藥製字第06343號,宏樂肥,,宏昌製藥股份有限公司,"至78年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06343
106344,動物藥製字第06344號,水溶性氯黴素,,全信製藥有限公司,"至76年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06344
106345,動物藥製字第06345號,「勝利」立得康針,,上來新科化股份有限公司,"至90年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06345
106346,動物藥製字第06346號,活力強,,中國派斯德股份有限公司,"至76年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06346
106347,動物藥製字第06347號,廣用黴素散,,東菱藥品工業有限公司,"至76年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06347
106348,動物藥製字第06348號,吉大黴素-T,GENTAMYCIN-T,亞東聯合股份有限公司,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06348
100056,動物藥製字第00056號,動物用「王子」益利生－五五散劑,,王子製藥股份有限公司,"至75年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00056
100057,動物藥製字第00057號,動物用「王子」舒爾比林注射劑,,王子製藥股份有限公司,"至79年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00057
100058,動物藥製字第00058號,動物用「王子」安那加注射劑,,王子製藥股份有限公司,"至79年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00058
100059,動物藥製字第00059號,動物用「王子」一二五公絲強力安泰黴素注射劑,,王子製藥股份有限公司,"至75年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00059
100060,動物藥製字第00060號,動物用「王子」磺胺甲基嘧啶鈉,,王子製藥股份有限公司,"至85年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00060
100061,動物藥製字第00061號,動物用「王子」磺胺甲氧基唎鈉,,王子製藥股份有限公司,"至85年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00061
100062,動物藥製字第00062號,動物用「王子」磺胺二甲基嘧啶鈉,,王子製藥股份有限公司,"至85年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00062
100063,動物藥製字第00063號,動物用「王子」磺胺二甲氧基嘧啶鈉,,王子製藥股份有限公司,"至85年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00063
100064,動物藥製字第00064號,動物用「王子」磺胺異嘧啶鈉,,王子製藥股份有限公司,"至85年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00064
100065,動物藥製字第00065號,動物用〞信東〞硫酸康寧黴素,"KANAMYCIN SULFATE inj. ""S.T."" VETERINARY",信東動物藥品股份有限公司,至108年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00065
100586,動物藥製字第00586號,歐羅肥-七０,,台灣氰胺股份有限公司新竹廠,"至81年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00586
100587,動物藥製字第00587號,歐羅肥-八０,,台灣氰胺股份有限公司新竹廠,"至81年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00587
100588,動物藥製字第00588號,歐羅肥-九０,,台灣氰胺股份有限公司新竹廠,"至81年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00588
100589,動物藥製字第00589號,歐羅肥-一００,,台灣氰胺股份有限公司新竹廠,"至81年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00589
100590,動物藥製字第00590號,克球,,台灣氰胺股份有限公司新竹廠,"至81年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00590
100591,動物藥製字第00591號,克球-六六,,台灣氰胺股份有限公司新竹廠,"至81年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00591
100592,動物藥製字第00592號,大力黴素,,台灣氰胺股份有限公司新竹廠,"至81年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00592
100593,動物藥製字第00593號,蘇爾美十二．五％飲水液,,台灣氰胺股份有限公司新竹廠,"至85年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00593
100594,動物藥製字第00594號,"金黴素 200","AUREOMYCIN 200",碩騰生技股份有限公司新竹廠,至108年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00594
100595,動物藥製字第00595號,動物用金黴素粉劑,,碩騰生技股份有限公司新竹廠,至108年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=00595
106349,動物藥製字第06349號,驅蟲靈治療用散劑,"MEDAZOLE POWDER",天穗製藥有限公司,至109年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06349
106350,動物藥製字第06350號,嗽痢靈飲水粉劑,"SPIRATOCIN WATER SOLUBLE POWDER",上來新科化股份有限公司,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06350
106351,動物藥製字第06351號,肯得黴素,Kentomycin,寶島製藥股份有限公司,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06351
106352,動物藥製字第06352號,東藥金黴礦胺素散,,東菱藥品工業有限公司,"至82年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06352
106354,動物藥製字第06354號,美肉肥飼料添加劑,,益源製藥股份有限公司,"至78年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06354
106355,動物藥製字第06355號,中興康拿黴素針,"KANAMYCIN INJECTION ""C.S.""",中興藥品工業股份有限公司,至109年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06355
106356,動物藥製字第06356號,特黴素-P懸浮液,"SUPERMYCIN-P SUSP.",中興藥品工業股份有限公司,(已失效),http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06356
106357,動物藥製字第06357號,健樂黴素可溶散,,光田化學製藥有限公司,"至76年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06357
106358,動物藥製字第06358號,嘉納黴素－２００可溶散,,光田化學製藥有限公司,"至76年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06358
106359,動物藥製字第06359號,太樂新黴素飲水粉劑,,光田化學製藥有限公司,"至76年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06359
106360,動物藥製字第06360號,利可黴素-300注射液,"LINCOMYCIN-300 INJ.",大豐化學製藥股份有限公司,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06360
106361,動物藥製字第06361號,速好星-A針,"SULTIPRIN-A INJ.",大豐化學製藥股份有限公司,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06361
106362,動物藥製字第06362號,萬畜素－ＯＬＱＵ,,萬力製藥廠股份有限公司,"至78年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06362
106363,動物藥製字第06363號,寶可肥,,寶島製藥股份有限公司,"至82年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06363
106364,動物藥製字第06364號,寶島紅黴素-200,"POTO ERYTHROMYCIN-200",寶島製藥股份有限公司,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06364
106365,動物藥製字第06365號,吉豬肥-二五０,,寶島製藥股份有限公司,"至82年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06365
106366,動物藥製字第06366號,琥珀酸氯絲菌素,,世強化學製藥股份有限公司中壢廠,"至86年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06366
106367,動物藥製字第06367號,達滅舒,,世強化學製藥股份有限公司中壢廠,"至86年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06367
106368,動物藥製字第06368號,研達黴素,,寶島製藥股份有限公司,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06368
106369,動物藥製字第06369號,新功配爾西林曹達,,新功藥品工業有限公司,"至80年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06369
106370,動物藥製字第06370號,永信允肥散,,永信藥品工業股份有限公司台中幼獅廠,"至82年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06370
106371,動物藥製字第06371號,囉得肥-一００散劑,,嘉信藥品股份有限公司,"至82年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06371
106372,動物藥製字第06372號,利高肥可溶性散劑,"LINCOMIX SOLUBLE POWDER",中國化學製藥股份有限公司台南官田廠,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06372
106373,動物藥製字第06373號,佑康-多,,普強股份有限公司北園廠,"至82年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06373
106374,動物藥製字第06374號,樂可肥－ＢＰ,,璟誼製藥有限公司,"至78年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06374
106375,動物藥製字第06375號,益速肥,,璟誼製藥有限公司,"至78年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06375
106376,動物藥製字第06376號,福樂素,,璟誼製藥有限公司,"至82年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06376
106377,動物藥製字第06377號,保美維他注射液,,璟誼製藥有限公司,"至78年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06377
106378,動物藥製字第06378號,紅絲菌素月桂硫酸丙酯,,景德製藥股份有限司土城廠,"至92年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06378
106379,動物藥製字第06379號,美加多-勇六０／一一０,,輝瑞大藥廠股份有限公司淡水廠,"至82年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06379
106380,動物藥製字第06380號,美加多-勇三０／五五,,輝瑞大藥廠股份有限公司淡水廠,"至82年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06380
106381,動物藥製字第06381號,克球清,,大豐化學製藥股份有限公司,"至82年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06381
106382,動物藥製字第06382號,二％畜霸肥,,建盈股份有限公司,"至82年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06382
106383,動物藥製字第06383號,活力仙精-A,ACTISENTIN-A,辰和科技藥業股份有限公司南科分公司,至107年07月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06383
106384,動物藥製字第06384號,宏治安寧,"Triamcinolone Acetonide",宏昌製藥股份有限公司,至107年07月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06384
106385,動物藥製字第06385號,立克黴素,,寶島製藥股份有限公司,"至78年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06385
106386,動物藥製字第06386號,高市農雞新城病傳染性鼻炎不活化疫苗,"NEW CASTLE DISEASE AND INFECTIOUS CORYZA INACTIVATED VACCINE",高雄市農會生物製藥廠,至107年07月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06386
106387,動物藥製字第06387號,福壽肥-一一０,,維生化學製藥股份有限公司,"至82年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06387
106388,動物藥製字第06388號,「永信」無菌消毒液,"ANTIMICROBIC SOLUTION",永信藥品工業股份有限公司台中幼獅廠,至104年08月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06388
106389,動物藥製字第06389號,氯王黴素注,,大豐化學製藥股份有限公司,"至92年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06389
106390,動物藥製字第06390號,特滅通針,"TRIMETON INJ.",大豐化學製藥股份有限公司,至107年08月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06390
106392,動物藥製字第06392號,治痢星-B注射液,"DYMETYL-B INJECTION",嘉信藥品股份有限公司,至107年08月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06392
106393,動物藥製字第06393號,得電平口服液,,益源製藥股份有限公司,"至82年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06393
106395,動物藥製字第06395號,快肥大ＯＬ-二００,,南亞畜牧股份有限公司,"至82年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06395
106396,動物藥製字第06396號,多力肥Ｒ-二００,,南亞畜牧股份有限公司,"至82年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06396
106397,動物藥製字第06397號,咳痢寧飲水粉劑,"ANTI-DIACOUGH SOLUBLE POWDER",上來新科化股份有限公司,至107年08月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06397
106398,動物藥製字第06398號,賜肥金噴射液,,普強股份有限公司北園廠,"至86年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06398
106399,動物藥製字第06399號,「宏昌」可利斯汀,,宏昌製藥股份有限公司,"至78年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06399
106400,動物藥製字第06400號,安可素水溶散,"Amkocin Soluble Powder",大豐化學製藥股份有限公司,至107年08月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06400
106401,動物藥製字第06401號,納得治,"NEGADINE SOLUBLE POWDER",公源藥品股份有限公司觀音廠,至107年08月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06401
106403,動物藥製字第06403號,特痢靈,,萬力製藥廠股份有限公司,"至78年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06403
106404,動物藥製字第06404號,百疾膠囊,,中日化學企業製藥廠,"至76年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06404
106405,動物藥製字第06405號,"中興康得 T-500","CONTACT T-500",中興藥品工業股份有限公司,(已失效),http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=06405
