藥品分類分組名稱,醫令申報數量
"CEPHALEXIN , 口服液劑 , 25.00 MG/ML, 1.00 ML",60
"CEPHALEXIN , 口服液劑 , 25.00 MG/ML, 60.00 ML",307
"CEPHALEXIN , 注射劑 , 1.00 GM",330222
"CEPHALEXIN , 口服液劑 , 41.67 MG/GM, 1.00 GM",78808
"CEPHALEXIN , 口服液劑 , 41.67 MG/GM, 36.00 GM",125133
"CEPHRADINE , 口服液劑 , 50.00 MG/ML, 20.00 ML",66
"CEPHALEXIN , 口服液劑 , 250.00 MG/GM, 1.00 GM",1907
"CEPHALEXIN , 口服液劑 , 500.00 MG/GM, 1.00 GM",12357
"CEPHALEXIN , 口服液劑 , 500.00 MG/GM, 1000.00 GM",21
"CEPHALOTHIN , 注射劑 , 1000.00 MG",64141
"CEPHAPIRIN , 注射劑 , 500.00 MG",49
"CEPHAPIRIN , 注射劑 , 1000.00 MG",132
"CEPHRADINE , 一般錠劑膠囊劑 , 250.00 MG",6002382
"CEPHRADINE , 一般錠劑膠囊劑 , 500.00 MG",8189116
"CEPHRADINE , 注射劑 , 500.00 MG",34491
"CEPHRADINE , 注射劑 , 1000.00 MG",1620237
"CHLORAMPHENICOL , 一般錠劑膠囊劑 , 250.00 MG",435919
"CHLORAMPHENICOL , 口服顆粒劑 , 125.00 MG",771
"CHLORAMPHENICOL , 口服顆粒劑 , 250.00 MG",1315
"CHLORAMPHENICOL , 口服顆粒劑 , 62500.00 MG",9
"CHLORAMPHENICOL , 注射劑 , 250.00 MG",19
"CHLORAMPHENICOL , 注射劑 , 500.00 MG",116
"CHLORAMPHENICOL , 注射劑 , 1000.00 MG",47518
"CHLORTETRACYCLINE , 一般錠劑膠囊劑 , 250.00 MG",1596
"CIPROFLOXACIN , 一般錠劑膠囊劑 , 250.00 MG",2682535
"CIPROFLOXACIN , 一般錠劑膠囊劑 , 500.00 MG",133288
"CIPROFLOXACIN , 一般錠劑膠囊劑 , 750.00 MG",24
"CIPROFLOXACIN , 注射劑 , 100.00 MG",726341
"CIPROFLOXACIN , 注射劑 , 200.00 MG",216054
"CIPROFLOXACIN , 注射劑 , 400.00 MG",904
"CLARITHROMYCIN , 一般錠劑膠囊劑 , 250.00 MG",1932242
"CLARITHROMYCIN , 一般錠劑膠囊劑 , 500.00 MG",1142315
"CLARITHROMYCIN , 緩釋錠劑膠囊劑 , 500.00 MG",302749
"CLARITHROMYCIN , 口服液劑 , 25.00 MG/ML, 70.00 ML",7959
"CLINDAMYCIN , 一般錠劑膠囊劑 , 150.00 MG",16739709
"CLINDAMYCIN , 一般錠劑膠囊劑 , 300.00 MG",3714102
"CLINDAMYCIN , 口服顆粒劑 , 37.50 MG",246984
"CLINDAMYCIN , 注射劑 , 300.00 MG",993594
"CLOXACILLIN , 一般錠劑膠囊劑 , 250.00 MG",1053124
"COLISTIN , 注射劑 , 2.00 , MIU(可用於靜脈注射)",68
"COLISTIN 2.00  MIU + DIBUCAINE 4MG , 注射劑",5253
"DEMECLOCYCLINE , 一般錠劑膠囊劑 , 150.00 MG",14226
"DICLOXACILLIN , 一般錠劑膠囊劑 , 250.00 MG",3478889
"DOXYCYCLINE , 一般錠劑膠囊劑 , 100.00 MG",9632571
"ERTAPENEM , 注射劑 , 1.00 GM",116551
"ERYTHROMYCIN , 一般錠劑膠囊劑 , 250.00 MG",3087275
"ERYTHROMYCIN , 一般錠劑膠囊劑 , 270.00 MG",7256
"ERYTHROMYCIN , 一般錠劑膠囊劑 , 500.00 MG",85740
"ERYTHROMYCIN , 口服顆粒劑 , 100.00 MG",2882
"ERYTHROMYCIN , 口服顆粒劑 , 400.00 MG",363
"ERYTHROMYCIN , 口服顆粒劑 , 2400.00 MG",29
"ERYTHROMYCIN , 口服顆粒劑 , 8000.00 MG",1
"ERYTHROMYCIN , 口服液劑 , 25.00  MG/ML , 60.00 ML",552
"ERYTHROMYCIN , 注射劑 , 500.00 MG",23095
"ERYTHROMYCIN , 口服液劑 , 62.5  MG/GM , 1.00 GM",9018
"ERYTHROMYCIN , 口服液劑 , 62.5  MG/GM , 24.00 GM",55309
"ERYTHROMYCIN , 口服液劑 , 80.00  MG/GM , 1.00 GM",5098
"ERYTHROMYCIN , 口服液劑 , 100.00  MG/GM , 1.00 GM",93
"ERYTHROMYCIN , 口服液劑 , 200.00  MG/GM , 1.00 GM",9974
"ERYTHROMYCIN , 口服液劑 , 250.00  MG/GM , 1.00 GM",8
"FLOMOXEF , 注射劑 , 500.00 MG",790131
"FLOMOXEF , 注射劑 , 1000.00 MG",82771
"FLUCLOXACILLIN , 注射劑 , 500.00 MG",271138
"FLUCLOXACILLIN , 注射劑 , 1000.00 MG",9274
"FOSFOMYCIN , 口服顆粒劑 , 3.00 GM",3703
"FOSFOMYCIN , 注射劑 , 2000.00 MG",12207
"FUSIDIC ACID , 一般錠劑膠囊劑 , 250.00 MG",707387
"GEMIFLOXACIN , 一般錠劑膠囊劑 , 320.00 MG",3319
"GENTAMICIN , 注射劑 , 20.00 MG",541
"GENTAMICIN , 注射劑 , 40.00 MG",265471
"GENTAMICIN , 注射劑 , 80.00 MG",3351610
"GENTAMICIN , 注射劑 , 120.00 MG",32349
"GENTAMICIN , 注射劑 , 140.00 MG",3205
"GENTAMICIN , 注射劑 , 280.00 MG",3213
"GENTAMICIN , 注射劑 , 400.00 MG",60887
"GENTAMICIN , 注射劑 , 800.00 MG",79440
"GENTAMICIN , 注射劑 , 1400.00 MG",1680
"IMIPENEM 250MG + CILASTATIN 250MG, 注射劑, 250.00MG",804797
"IMIPENEM 500MG + CILASTATIN 500MG, 注射劑, 500.00MG",302062
"ISEPAMICIN , 注射劑 , 200.00 MG",270389
"KANAMYCIN , 注射劑 , 250.00 MG",835
"KANAMYCIN , 注射劑 , 1000.00 MG",9939
"KANAMYCIN , 注射劑 , 2500.00 MG",1741
"KANAMYCIN , 注射劑 , 5000.00 MG",518
"LATAMOXEF (=MOXALACTAM) , 注射劑 , 500.00 MG",30
"LEUCOMYCIN , 一般錠劑膠囊劑 , 250.00 MG",765829
"LEUCOMYCIN , 口服液劑 , 100.00 MG/GM, 1.00 GM",5150
"LEUCOMYCIN , 注射劑 , 400.00 MG",50
"LEVOFLOXACIN , 一般錠劑膠囊劑 , 100.00 MG",240035
"LEVOFLOXACIN , 一般錠劑膠囊劑 , 500.00 MG",1028973
"LEVOFLOXACIN , 注射劑 , 250.00 MG",217985
"LEVOFLOXACIN , 注射劑 , 500.00 MG",198744
"LINCOMYCIN , 一般錠劑膠囊劑 , 500.00 MG",11186
"LINCOMYCIN , 注射劑 , 300.00 MG",27498
"LINCOMYCIN , 注射劑 , 600.00 MG",1650
"LINCOMYCIN , 注射劑 , 3000.00 MG",20978
"LINCOMYCIN , 注射劑 , 6000.00 MG",1412
"LINEZOLID , 一般錠劑膠囊劑 , 600.00 MG",13903
"LINEZOLID , 注射劑 , 600.00 MG",16645
"LOMEFLOXACIN , 一般錠劑膠囊劑 , 100.00 MG",274095
"MEROPENEM , 注射劑 , 250.00 MG",384693
"MEROPENEM , 注射劑 , 500.00 MG",339361
"METHENAMINE , 注射劑 , 1.20 GM",96
"METHENAMINE , 注射劑 , 1.40 GM",27
"METRONIDAZOLE , 注射劑 , 500.00 MG",967767
"METRONIDAZOLE , 注射劑 , 1000.00 MG",4275
"METRONIDAZOLE , 注射劑 , 1500.00 MG",131
"MINOCYCLINE , 一般錠劑膠囊劑 , 50.00 MG",1744201
"MINOCYCLINE , 一般錠劑膠囊劑 , 100.00 MG",3642089
"MINOCYCLINE , 口服顆粒劑 , 20.00 MG",35969
"MINOCYCLINE , 口服顆粒劑 , 100.00 MG",1858
"MINOCYCLINE , 注射劑 , 100.00 MG",39672
"MOXIFLOXACIN , 一般錠劑膠囊劑 , 400.00 MG",365776
"MOXIFLOXACIN , 注射劑 , 400.00 MG",122697
"NALIDIXIC ACID , 一般錠劑膠囊劑 , 250.00 MG",1032
"NALIDIXIC ACID , 一般錠劑膠囊劑 , 500.00 MG",1669547
"NEOMYCIN , 一般錠劑膠囊劑 , 250.00 MG",558559
"NETILMICIN , 注射劑 , 150.00 MG",1453
"NITROFURANTOIN , 一般錠劑膠囊劑 , 100.00 MG",306678
"NITROXOLINE , 一般錠劑膠囊劑 , 50.00 MG",157506
"NITROXOLINE , 一般錠劑膠囊劑 , 100.00 MG",1748487
"NORFLOXACIN , 一般錠劑膠囊劑 , 100.00 MG",649084
"NORFLOXACIN , 一般錠劑膠囊劑 , 200.00 MG",173545
"NORFLOXACIN , 一般錠劑膠囊劑 , 400.00 MG",87
"OFLOXACIN , 一般錠劑膠囊劑 , 100.00 MG",723005
"OFLOXACIN , 一般錠劑膠囊劑 , 200.00 MG",546312
"OFLOXACIN , 一般錠劑膠囊劑 , 400.00 MG",16308
"OFLOXACIN , 注射劑 , 200.00 MG",249
"OXACILLIN , 注射劑 , 250.00 MG",328906
"OXACILLIN , 注射劑 , 500.00 MG",4604634
"OXACILLIN , 注射劑 , 1.00GM",6388
"OXYTETRACYCLINE , 一般錠劑膠囊劑 , 250.00 MG",7414
"OXYTETRACYCLINE , 注射劑 , 100.00 MG",1
"OXYTETRACYCLINE , 注射劑 , 250.00 MG",3395
"OXYTETRACYCLINE , 注射劑 , 500.00 MG",24
"PEFLOXACINE , 注射劑 , 400.00 MG",8281
"PENICILLIN G , 注射劑 , 1.00 , MIU",308
"PENICILLIN G , 注射劑 , 3.00 , MIU",617937
"PENICILLIN G , 注射劑 , 10.00 , MIU",79657
"PENICILLIN G BENZATHINE , 注射劑 , 2.40 , MIU",29936
"PENICILLIN G BENZATHINE 0.6MU + PENICILLIN G POTASSIUM 0.3MU + PENICILLIN GPROCAINE 0.3MU, 注射劑, 0.6MU",4
"PENICILLIN V , 一般錠劑膠囊劑 , 400.00 , KIU",2841712
"PIPEMIDIC ACID , 一般錠劑膠囊劑 , 200.00 MG",87168
"PIPEMIDIC ACID , 一般錠劑膠囊劑 , 250.00 MG",1923577
"PIPEMIDIC ACID , 一般錠劑膠囊劑 , 400.00 MG",454875
"PIPERACILLIN 2000MG + TAZOBACTAM 250MG, 注射劑, 2250.00MG",2372656
"PIPERACILLIN 4000MG + TAZOBACTAM 500MG, 注射劑, 4500.00MG",17080
"PIPERACILLIN , 注射劑 , 1.00 GM",3
"PIPERACILLIN , 注射劑 , 2.00 GM",595356
"PIPERACILLIN , 注射劑 , 4.00 GM",176
"ROXITHROMYCIN , 一般錠劑膠囊劑 , 150.00 MG",91760
"SISOMICIN , 注射劑 , 50.00 MG",6377
"SISOMICIN , 注射劑 , 100.00 MG",1060
"SPARFLOXACIN , 一般錠劑膠囊劑 , 100.00 MG",9741
"SPECTINOMYCIN , 注射劑 , 2.00 GM",6
"STREPTOMYCIN , 注射劑 , 1.00 GM",49698
"SULBACTAM , 注射劑 , 500.00 MG",438557
"SULBENICILLIN , 注射劑 , 1.00 GM",17014
"SULBENICILLIN , 注射劑 , 2.00 GM",1706
"SULFADIAZINE , 一般錠劑膠囊劑 , 500.00 MG",126
"SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG, 一般錠劑膠囊劑,",10859809
"SULFAMETHOXAZOLE 40MG/ML + TRIMETHOPRIM 8MG/ML, 口服液劑, 1.00ML",13939
"SULFAMETHOXAZOLE 40MG/ML + TRIMETHOPRIM 8MG/ML, 口服液劑, 60.00ML",17716
"SULFAMETHOXAZOLE 80MG/ML + TRIMETHOPRIM 16MG/ML, 注射劑, 5.00ML",130681
"SULFAMETHOXAZOLE 400MG/GM + TRIMETHOPRIM 80MG/GM, 口服顆粒劑, 1.00GM",77651
"SULFAMETHOXAZOLE 400MG/GM + TRIMETHOPRIM 80MG/GM, 口服顆粒劑, 100.00GM",11
"SULFADIMETHOXINE , 一般錠劑膠囊劑 , 500.00 MG",18
"SULFAMETHOXYPYRIDAZINE 150MG + NITROFURANTOIN 100MG, 一般錠劑膠囊劑,",74
"SULFISOXAZOLE 120MG/ML + ERYTHROMYCIN ETHYLSUCCINATE 40MG/ML, 口服液劑,1.00ML",36
"SULFAMETHOXAZOLE , 一般錠劑膠囊劑 , 500.00 MG",6260
"SULFANILAMIDE , 口服顆粒劑 , 5.00 GM",1
"SULFIRAME , 一般錠劑膠囊劑 , 500.00 MG",30
"SULTAMICILLIN , 一般錠劑膠囊劑 , 375.00 MG",1002100
"TEICOPLANIN , 注射劑 , 200.00 MG",408142
"TEICOPLANIN , 注射劑 , 400.00 MG",386
"TELITHROMYCIN , 一般錠劑膠囊劑 , 400.00 MG",15088
"TETRACYCLINE , 一般錠劑膠囊劑 , 250.00 MG",1725030
"TETRACYCLINE , 一般錠劑膠囊劑 , 500.00 MG",34864
"TETRACYCLINE PHOSPHATE , 一般錠劑膠囊劑 , 250.00 MG",31326
"TETRACYCLINE PHOSPHATE , 一般錠劑膠囊劑 , 500.00 MG",1155
"THIAMPHENICOL , 一般錠劑膠囊劑 , 250.00 MG",1901860
"THIAMPHENICOL , 注射劑 , 500.00 MG",6
"TICARCILLIN 1.5GM + CLAVULANIC ACID 100MG, 注射劑, 1500.00MG",81616
"TIGECYCLINE , 注射劑 , 50.00 MG",22133
"TINIDAZOLE , 注射劑 , 500.00 MG",6400
"TOBRAMYCIN , 注射劑 , 80.00 MG",18597
"TOBRAMYCIN , 注射劑 , 200.00 MG",391
"TRIMETHOPRIM , 一般錠劑膠囊劑 , 100.00 MG",516633
"TRIMETHOPRIM , 一般錠劑膠囊劑 , 300.00 MG",36768
"TROLEANDOMYCIN , 一般錠劑膠囊劑 , 250.00 MG",228
"VANCOMYCIN , 注射劑 , 500.00 MG",978383
"VANCOMYCIN , 注射劑 , 1000.00 MG",12813
"AMPHOTERICIN B , 注射劑 , 50.00 MG",27987
"AMPHOTERICIN B LIPOSOMAL COMPLEX , 注射劑 , 50.00 MG",7870
"CASPOFUNGIN , 注射劑 , 50.00 MG",5104
"FLUCONAZOLE , 一般錠劑膠囊劑 , 50.00 MG",676002
"FLUCONAZOLE , 一般錠劑膠囊劑 , 150.00 MG",92547
"FLUCONAZOLE , 一般錠劑膠囊劑 , 200.00 MG",1228
"FLUCONAZOLE , 注射劑 , 100.00 MG",279143
"FLUCONAZOLE , 注射劑 , 200.00 MG",7988
"FLUCYTOSINE , 一般錠劑膠囊劑 , 500.00 MG",2140
"ITRACONAZOLE , 一般錠劑膠囊劑 , 100.00 MG",2831614
"ITRACONAZOLE , 注射劑 , 100.00 MG",153
"KETOCONAZOLE , 一般錠劑膠囊劑 , 200.00 MG",3097894
"MICAFUNGIN , 注射劑 , 50.00 MG",661
"VORICONAZOLE , 一般錠劑膠囊劑 , 50.00 MG",31974
"VORICONAZOLE , 一般錠劑膠囊劑 , 200.00 MG",20817
"VORICONAZOLE , 注射劑 , 200.00 MG",5077
"AMINOSALICYLATE CALCIUM , 一般錠劑膠囊劑 , 500.00 MG",393298
"ETHAMBUTOL , 一般錠劑膠囊劑 , 250.00 MG",39
"ETHAMBUTOL , 一般錠劑膠囊劑 , 400.00 MG",6202366
"ISONIAZID , 一般錠劑膠囊劑 , 100.00 MG",2791257
"ISONIAZID , 一般錠劑膠囊劑 , 300.00 MG",3000
"ISONIAZID 100MG + ETHAMBUTOL 300MG, 一般錠劑膠囊劑,",77486
"ISONIAZID 100MG + RIFAMYCIN SV 150MG, 一般錠劑膠囊劑,",1131590
"ISONIAZID 100MG + VITAMIN B6 10MG, 一般錠劑膠囊劑,",198446
"ISONIAZID 150MG + RIFAMYCIN SV 300MG, 一般錠劑膠囊劑,",2411338
"ISONIAZID 80MG + PYRAZINAMIDE 250MG + RIFAMYCIN SV 120MG, 一般錠劑膠囊劑,",3835770
"PROTHIONAMIDE , 一般錠劑膠囊劑 , 250.00 MG",71154
"PYRAZINAMIDE , 一般錠劑膠囊劑 , 250.00 MG",32
"PYRAZINAMIDE , 一般錠劑膠囊劑 , 500.00 MG",1584033
"RIFABUTIN , 一般錠劑膠囊劑 , 150.00 MG",53802
"RIFAMYCIN SV , 一般錠劑膠囊劑 , 150.00 MG",1130445
"RIFAMYCIN SV , 一般錠劑膠囊劑 , 300.00 MG",1331108
"RIFAMYCIN SV , 一般錠劑膠囊劑 , 450.00 MG",76664
"RIFAMYCIN SV , 注射劑 , 500.00 MG",2198
"ABACAVIR SULFATE , 一般錠劑膠囊劑 , 300.00 MG",268180
"ABACAVIR 702MG + LAMIVUDINE 300MG, 一般錠劑膠囊劑,",96659
"ACYCLOVIR , 一般錠劑膠囊劑 , 200.00 MG",339670
"ACYCLOVIR , 一般錠劑膠囊劑 , 400.00 MG",41767
"ACYCLOVIR , 一般錠劑膠囊劑 , 800.00 MG",15363
"ACYCLOVIR , 內服液劑 , 40.00  MG/ML , 25.00 ML",10
"ACYCLOVIR , 口服液劑 , 40.00  MG/ML , 125.00 ML",752
"ACYCLOVIR , 注射劑 , 250.00 MG",123629
"ADEFOVIR DIPIVOXIL , 一般錠劑膠囊劑 , 10.00 MG",545366
"ATAZANAVIR , 一般錠劑膠囊劑 , 150.00 MG",76274
"ATAZANAVIR , 一般錠劑膠囊劑 , 200.00 MG",403475
"DIDANOSINE , 緩釋錠 , 250.00 MG",86421
"DIDANOSINE , 緩釋錠 , 400.00 MG",187330
"EFAVIRENZ , 一般錠劑膠囊劑 , 200.00 MG",31025
"EFAVIRENZ , 一般錠劑膠囊劑 , 600.00 MG",613485
"ENFUVIRTIDE , 注射劑 , 108.00 , MG",337
"FAMCICLOVIR , 一般錠劑膠囊劑 , 250.00 MG",79572
"GANCICLOVIR , 注射劑 , 500.00 MG",13019
"INDINAVIR , 一般錠劑膠囊劑 , 200.00 MG",6490
"INDINAVIR , 一般錠劑膠囊劑 , 400.00 MG",113763
"ISOPRINOSINE , 一般錠劑膠囊劑 , 500.00 MG",48388
"LAMIVUDINE , 一般錠劑膠囊劑 , 100.00 MG",1997838
"LAMIVUDINE , 一般錠劑膠囊劑 , 150.00 MG",906949
"LAMIVUDINE , 口服液劑 , 10.00  MG/ML , 240.00 ML",129
"LAMIVUDINE 150MG + ZIDOVUDINE 300MG, 一般錠劑膠囊劑,",1907977
"LOPINAVIR 133.3MG + RITONAVIR 33.3MG, 一般錠劑膠囊劑,",1572312
"LOPINAVIR 200MG + RITONAVIR 50MG, 一般錠劑膠囊劑,",752975
"LYSOZYME , 一般錠劑膠囊劑 , 30.00 MG",951481
"LYSOZYME , 一般錠劑膠囊劑 , 50.00 MG",589312
"LYSOZYME , 一般錠劑膠囊劑 , 60.00 MG",386802
"LYSOZYME , 一般錠劑膠囊劑 , 90.00 MG",4731994
"LYSOZYME , 一般錠劑膠囊劑 , 100.00 MG",4340454
"LYSOZYME , 口服顆粒劑 , 100.00 MG",236173
"LYSOZYME , 口服顆粒劑 , 600.00 MG",1711
"NELFINAVIR , 一般錠劑膠囊劑 , 250.00 MG",281685
"NEVIRAPINE , 一般錠劑膠囊劑 , 200.00 MG",353118
"NEVIRAPINE , 口服液劑 , 10.00  MG/ML , 240.00 ML",19
"RIBAVIRIN , 一般錠劑膠囊劑 , 200.00 MG",2800127
"RIBAVIRIN , 口鼻噴霧/吸入劑 , 6.00 GM",183
"RITONAVIR , 一般錠劑膠囊劑 , 100.00 MG",71944
"SAQUINAVIR , 一般錠劑膠囊劑 , 200.00 MG",31456
"STAVUDINE , 一般錠劑膠囊劑 , 30.00 MG",113008
"STAVUDINE , 一般錠劑膠囊劑 , 40.00 MG",243656
"VALACICLOVIR , 一般錠劑膠囊劑 , 500.00 MG",196789
"VALGANCICLOVIR , 一般錠劑膠囊劑 , 450.00 MG",43799
"ZIDOVUDINE , 一般錠劑膠囊劑 , 100.00 MG",67043
"ZIDOVUDINE , 口服液劑 , 10.00  MG/ML , 200.00 ML",2
"ZIDOVUDINE , 口服液劑 , 10.00  MG/ML , 240.00 ML",244
"CYTOMEGALOVIRUS IMMUNOGLOBULIN , 注射劑 , 10.00 ML",12
"CYTOMEGALOVIRUS IMMUNOGLOBULIN , 注射劑 , 50.00 ML",1169
"DIPHTHERIA ANTITOXIN , 注射劑 , 5000.00 , IU",1
"HEPATITIS B IMMUNOGLOBULIN , 注射劑 , .50 ML",138
"HEPATITIS B IMMUNOGLOBULIN , 注射劑 , 1.00 ML",8532
"HEPATITIS B IMMUNOGLOBULIN , 注射劑 , 5.00 ML",1278
"HEPATITIS B IMMUNOGLOBULIN , 注射劑 , 10.00 ML",8051
"IMMUNE GLOBULIN OF THE RABBIT , 注射劑 , 25.00 MG",3598
"IMMUNE GLOBULIN OF THE RABBIT , 注射劑 , 100.00 MG",1147
"IMMUNOGLOBULIN , 注射劑 , 320.00 MG",1125
"IMMUNOGLOBULIN (IVIG) , 注射劑 , .50 GM",2551
"IMMUNOGLOBULIN (IVIG) , 注射劑 , 2.50 GM",22588
"IMMUNOGLOBULIN (IVIG) , 注射劑 , 3.00 GM",2
"IMMUNOGLOBULIN (IVIG) , 注射劑 , 5.00 GM",1000
"IMMUNOGLOBULIN (IVIG) , 注射劑 , 10.00 GM",459
"RHO(D)IMMUNE GLOBULIN , 注射劑 , 165.00 MG",84
"SNAKE VENOM ANTISERUM , 注射劑 , 1.00 , KIU",59
"SNAKE VENOM ANTISERUM , 注射劑 , 2.00 , KIU",1007
"TR. MUCROSQUAMATUS ANTIVENIN , 注射劑 , 2.00 , KIU",2320
"TETANUS ANTITOXIN , 注射劑 , 1500.00 , IU",195
"TETANUS ANTITOXIN , 注射劑 , 4000.00 , IU",65
"DIPHTHERIA TOXOID 15IU/ML + TETANUS TOXOID 5IU/ML, 注射劑, 20.00ML",1182
"TETANUS TOXOID , 注射劑 , 10 LF(UNITS)",163443
"TETANUS TOXOID , 注射劑 , 10 LF(UNITS)",188275
"TETANUS TOXOID , 注射劑 , 20 LF(UNITS)",361623
"TETANUS TOXOID , 注射劑 , 60 LF(UNITS)",5298
"ARSENIC TRIOXIDE , 注射劑 , 10.00 MG",491
"ASPARAGINASE , 注射劑 , 5.00 , KIU",7463
"BLEOMYCIN , 注射劑 , 5.00 MG",7820
"BLEOMYCIN , 注射劑 , 15.00 MG",7908
"BORTEZOMIB , 注射劑 , 3.50 MG",867
"BUSULFAN , 一般錠劑膠囊劑 , 2.00 MG",39457
"BUSULFAN , 注射劑 , 60.00 MG",478
"CAPECITABINE , 一般錠劑膠囊劑 , 500.00 MG",1454336
"CARBOPLATIN , 注射劑 , 150.00 MG",25094
"CARBOPLATIN , 注射劑 , 450.00 MG",4819
"CETUXIMAB , 注射劑 , 100.00 MG",22492
"CHLORAMBUCIL , 一般錠劑膠囊劑 , 2.00 MG",124883
"CISPLATIN , 注射劑 , 10.00 MG",77979
"CISPLATIN , 注射劑 , 50.00 MG",144257
"CLADRIBINE , 注射劑 , 10.00 MG",22
"CYCLOPHOSPHAMIDE , 一般錠劑膠囊劑 , 50.00 MG",509177
"CYCLOPHOSPHAMIDE , 注射劑 , 200.00 MG",91948
"CYCLOPHOSPHAMIDE , 注射劑 , 500.00 MG",42580
"CYTARABINE , 注射劑 , 20.00 MG",9876
"CYTARABINE , 注射劑 , 60.00 MG",1885
"CYTARABINE , 注射劑 , 100.00 MG",29814
"CYTARABINE , 注射劑 , 500.00 MG",46035
"DACARBAZINE , 注射劑 , 200.00 MG",8255
"DACTINOMYCIN , 注射劑 , 500.00 MCG",1230
"DAUNORUBICIN , 注射劑 , 20.00 MG",3020
"DOCETAXEL , 注射劑 , 20.00 MG",82127
"DOCETAXEL , 注射劑 , 80.00 MG",5029
"DOXORUBICIN , 注射劑 , 1.00 MG",17293
"DOXORUBICIN , 注射劑 , 10.00 MG",119668
"DOXORUBICIN LIPOSOMAL COMPLEX, 注射劑 , 20.00 MG",6526
"EPIRUBICIN , 注射劑 , 1.00 MG",37326
"EPIRUBICIN , 注射劑 , 10.00 MG",104824
"EPIRUBICIN , 注射劑 , 20.00 MG",291
"EPIRUBICIN , 注射劑 , 50.00 MG",31324
"ERLOTINIB , 一般錠劑膠囊劑 , 100.00 MG",94
"ERLOTINIB , 一般錠劑膠囊劑 , 150.00 MG",42181
"ESTRAMUSTINE , 一般錠劑膠囊劑 , 140.00 MG",31489
"ETOPOSIDE , 一般錠劑膠囊劑 , 50.00 MG",33074
"ETOPOSIDE , 注射劑 , 100.00 MG",48000
"FLUDARABINE , 一般錠劑膠囊劑 , 10.00 MG",67
"FLUDARABINE , 注射劑 , 50.00 MG",1174
"FLUOROURACIL , 注射劑 , 250.00 MG",392466
"FLUOROURACIL , 注射劑 , 500.00 MG",422278
"FLUOROURACIL , 注射劑 , 1000.00 MG",82073
"FLUOROURACIL , 外用軟膏劑 , 50.00  MG/GM , 20.00 GM",920
"GEFITINIB , 一般錠劑膠囊劑 , 250.00 MG",214733
"GEMCITABINE , 注射劑 , 200.00 MG",361190
"GEMCITABINE , 注射劑 , 1000.00 MG",78
"HYDROXYUREA , 一般錠劑膠囊劑 , 500.00 MG",871436
"IDARUBICIN , 一般錠劑膠囊劑 , 5.00 MG",495
"IDARUBICIN , 注射劑 , 5.00 MG",8645
"IFOSFAMIDE , 注射劑 , 2000.00 MG",20421
"IMATINIB , 一般錠劑膠囊劑 , 100.00 MG",1577199
"IRINOTECAN , 注射劑 , 100.00 MG",50874
"MELPHALAN , 一般錠劑膠囊劑 , 2.00 MG",59459
"MELPHALAN , 注射劑 , 50.00 MG",511
"6-MERCAPTOPURINE , 一般錠劑膠囊劑 , 50.00 MG",132283
"METHOTREXATE , 一般錠劑膠囊劑 , 2.50 MG",3247365
"METHOTREXATE , 注射劑 , 50.00 MG",45641
"METHOTREXATE , 注射劑 , 1000.00 MG",10892
"MITOMYCIN C , 注射劑 , 2.00 MG",87603
"MITOMYCIN C , 注射劑 , 10.00 MG",19531
"MITOXANTRONE , 注射劑 , 20.00 MG",2364
"OXALIPLATIN , 注射劑 , 50.00 MG",68072
"PACLITAXEL , 注射劑 , 30.00 MG",114649
"PACLITAXEL , 注射劑 , 90.00 MG",5338
"PACLITAXEL , 注射劑 , 100.00 MG",2816
"PACLITAXEL , 注射劑 , 150.00 MG",361
"PEMETREXED , 注射劑 , 500.00 MG",9494
"RETINOIC ACID (=TRETINOIN) , 一般錠劑膠囊劑 , 10.00 MG",77317
"RITUXIMAB , 注射劑 , 100.00 MG",8640
"RITUXIMAB , 注射劑 , 500.00 MG",6524
"TEGAFUR (=FTORAFUR) , 一般錠劑膠囊劑 , 200.00 MG",380776
"TEGAFUR 100MG + URACIL 224MG, 一般錠劑膠囊劑,",5788808
"TEMOZOLOMIDE , 一般錠劑膠囊劑 , 5.00 MG",56
"TEMOZOLOMIDE , 一般錠劑膠囊劑 , 20.00 MG",17578
"TEMOZOLOMIDE , 一般錠劑膠囊劑 , 100.00 MG",37189
"TOPOTECAN, 注射劑, 4.00 MG",3386
"TRASTUZUMAB , 注射劑 , 440.00 MG",6618
"VERTEPORFIN , 注射劑 , 15.00 MG",130
"VINCRISTINE , 注射劑 , 1.00 MG",33090
"VINBLASTINE , 注射劑 , 10.00 MG",3483
"VINORELBINE , 一般錠劑膠囊劑 , 20.00 MG",20459
"VINORELBINE , 一般錠劑膠囊劑 , 30.00 MG",20282
"VINORELBINE , 注射劑 , 10.00 MG",42151
"VINORELBINE , 注射劑 , 50.00 MG",1553
"ANASTROZOLE , 一般錠劑膠囊劑 , 1.00 MG",920479
"BICALUTAMIDE , 一般錠劑膠囊劑 , 50.00 MG",629788
"BUSERELIN , 注射劑 , 5.50 MG",1
"DIETHYLSTILBESTROL , 一般錠劑膠囊劑 , 1.00 MG",206920
"EXEMESTANE , 一般錠劑膠囊劑 , 25.00 MG",347061
"FLUTAMIDE , 一般錠劑膠囊劑 , 250.00 MG",716991
"GOSERELIN ACEATE , 注射劑 , 3.60 MG",7109
