藥品分類分組名稱,醫令申報數量
"CLINDAMYCIN , 外用軟膏劑 , 10.00  MG/GM , 10.00 GM",138253
"CLINDAMYCIN , 外用軟膏劑 , 10.00  MG/GM , 12.00 GM",15224
"CLINDAMYCIN , 外用軟膏劑 , 10.00  MG/GM , 15.00 GM",52664
"CLINDAMYCIN , 外用軟膏劑 , 10.00  MG/GM , 20.00 GM",53570
"CLINDAMYCIN , 外用軟膏劑 , 10.00  MG/GM , 30.00 GM",2077
"CLINDAMYCIN , 外用軟膏劑 , 10.00  MG/GM , 450.00 GM",130
"CLINDAMYCIN , 外用軟膏劑 , 10.00  MG/GM , 900.00 GM",91
"CLINDAMYCIN , 外用液劑 , 10.00  MG/ML , 1.00 ML",243526
"CLINDAMYCIN , 外用液劑 , 10.00  MG/ML , 10.00 ML",180
"CLINDAMYCIN , 外用液劑 , 10.00  MG/ML , 20.00 ML",4360
"CLINDAMYCIN , 外用液劑 , 10.00  MG/ML , 30.00 ML",49455
"CLINDAMYCIN , 外用液劑 , 10.00  MG/ML , 60.00 ML",1
"ERYTHROMYCIN , 外用液劑 , 20.00  MG/ML , 25.00 ML",12297
"ISOTRETINOIN , 一般錠劑膠囊劑 , 10.00 MG",46296
"ISOTRETINOIN , 一般錠劑膠囊劑 , 20.00 MG",18029
"ISOTRETINOIN , 外用軟膏劑 , 1.00  MG/GM , 10.00 GM",8308
"ISOTRETINOIN , 外用軟膏劑 , 1.00  MG/GM , 40.00 GM",834
"ISOTRETINOIN 500MCG/GM + ERYTHROMYCIN 20MG/GM, 外用軟膏劑, 10.00GM",19457
"MESULPHEN , 外用軟膏劑 , 330.00  MG/GM , 15.00 GM",65871
"RETINOIC ACID (=TRETINOIN) , 外用軟膏劑 , 0.50  MG/GM , 20.00 GM",2758
"RETINOIC ACID (=TRETINOIN) , 外用軟膏劑 , 1.00  MG/GM , 5.00 GM",26955
"SULFUR , 外用液劑 , 40.00  MG/ML , 30.00 ML",30139
"SULFUR , 外用液劑 , 40.00  MG/ML , 100.00 ML",8776
"VITAMIN A 2000IU/GM + VITAMIN D2 12.5MCG/GM + VITAMIN E 2MG/GM, 外用軟膏劑, 1.00GM",379881
"VITAMIN A 2000IU/GM + VITAMIN D2 12.5MCG/GM + VITAMIN E 2MG/GM, 外用軟膏劑, 1.00GM",172113
"VITAMIN A 2000IU/GM + VITAMIN D2 12.5MCG/GM + VITAMIN E 2MG/GM, 外用軟膏劑,30.00GM",135044
"PIMECROLIMUS , 外用軟膏劑 , 10.00  MG/GM , 10.00 GM",7135
"PIMECROLIMUS , 外用軟膏劑 , 10.00  MG/GM , 15.00 GM",5778
"TACROLIMUS , 外用軟膏劑 , 0.30  MG/GM , 5.00 GM",19259
"TACROLIMUS , 外用軟膏劑 , 0.30  MG/GM , 10.00 GM",180
"TACROLIMUS , 外用軟膏劑 , 0.30  MG/GM , 30.00 GM",5
"TACROLIMUS , 外用軟膏劑 , 1.00  MG/GM , 5.00 GM",11719
"TACROLIMUS , 外用軟膏劑 , 1.00  MG/GM , 10.00 GM",57
"BUTOCONAZOLE , 栓劑 , 100.00 MG",33903
"CHLORAMPHENICOL 50MG + CARBARSONE 100MG, 陰道用錠劑膠囊劑",45333
"CHLORAMPHENICOL 100MG + CARBARSONE 100MG,陰道用錠劑膠囊劑",351387
"CLOTRIMAZOLE , 陰道用錠劑膠囊劑 , 100.00 MG",1575270
"CLOTRIMAZOLE , 陰道用錠劑膠囊劑 , 200.00 MG",7572
"CLOTRIMAZOLE , 陰道用錠劑膠囊劑 , 500.00 MG",414227
"CLOTRIMAZOLE , 陰道用軟膏劑 , 20.00  MG/GM , 20.00 GM",539
"ECONAZOLE , 陰道用錠劑膠囊劑 , 50.00 MG",102486
"ECONAZOLE , 陰道用錠劑膠囊劑 , 150.00 MG",606604
"FENTICONAZOLE , 栓劑 , 200.00 MG",158714
"ISOCONAZOLE , 陰道用錠劑膠囊劑 , 100.00 MG",272139
"METRONIDAZOLE , 陰道用錠劑膠囊劑 , 250.00 MG",653668
"METRONIDAZOLE , 陰道用錠劑膠囊劑 , 500.00 MG",398240
"METRONIDAZOLE , 陰道用軟膏劑 , 7.50  MG/GM , 10.00 GM",7
"METRONIDAZOLE , 陰道用軟膏劑 , 7.50  MG/GM , 25.00 GM",12901
"METRONIDAZOLE , 陰道用軟膏劑 , 7.50  MG/GM , 35.00 GM",1886
"MICONAZOLE , 陰道用錠劑膠囊劑 , 100.00 MG",617539
"BENZETHONIUM CHLORIDE 2MG+PAPAIN 10MG+CARBARSONE 100MG+ESTRIOL300MCG+DIPHENHYDRAMINE HCL 8MG+CHYMOTRYPSIN ALPHA- 1000U (UNIT)+NEOMYCIN(SULFATE) 20MG，陰道用錠劑膠囊劑",2340
"NIFURATEL , 陰道用錠劑膠囊劑 , 250.00 MG",42927
"NYSTATIN , 陰道用錠劑膠囊劑 , 100.00 , KIU",2155199
"POLICRESULEN , 外用液劑 , 360.00  MG/ML , 1.00 ML",8236
"POLICRESULEN , 外用液劑 , 360.00  MG/ML , 25.00 ML",16
"POLICRESULEN , 陰道栓劑 , 90.00 MG",513667
"POVIDONE-IODINE , 栓劑 , 200.00 MG",41113
"SERTACONAZOLE , 陰道用錠劑膠囊劑 , 500.00 MG",22338
"TERCONAZOLE , 外用軟膏劑 , 8.00  MG/GM , 20.00 GM",225
"BROMOCRIPTINE , 一般錠劑膠囊劑 , 2.50 MG",2218642
"DINOPROST , 注射劑 , 5.00 MG",63
"DINOPROSTONE , 一般錠劑膠囊劑 , 500.00 MCG",47662
"DINOPROSTONE , 陰道用錠劑膠囊劑 , 3.00 MG",11243
"ERGONOVINE , 一般錠劑膠囊劑 , 200.00 MCG",4537664
"ERGONOVINE , 一般錠劑膠囊劑 , 250.00 MCG",435
"ERGONOVINE , 一般錠劑膠囊劑 , 500.00 MCG",3152
"ERGONOVINE , 注射劑 , 200.00 MCG",3525
"METERGOLINE , 一般錠劑膠囊劑 , 4.00 MG",5831
"METHYLERGONOVINE , 注射劑 , 200.00 MCG",115106
"RITODRINE , 一般錠劑膠囊劑 , 10.00 MG",1967822
"RITODRINE , 注射劑 , 50.00 MG",313317
"SULPROSTONE , 注射劑 , 500.00 MCG",16
"ALLYLESTRENOL , 一般錠劑膠囊劑 , 5.00 MG",361260
"CLOMIPHENE , 一般錠劑膠囊劑 , 25.00 MG",1250
"CLOMIPHENE , 一般錠劑膠囊劑 , 50.00 MG",1317092
"CYPROTERONE , 一般錠劑膠囊劑 , 50.00 MG",2303401
"CYPROTERONE 2MG + ESTRADIOL 35MCG, 一般錠劑膠囊劑,",1447478
"DANAZOL , 一般錠劑膠囊劑 , 200.00 MG",524158
"ESTRADIOL , 一般錠劑膠囊劑 , 1.00 MG",1131572
"ESTRADIOL , 一般錠劑膠囊劑 , 200.00 MCG",307057
"ESTRADIOL , 局部貼片 , 4.00 MG",8
"ESTRADIOL , 經皮吸收貼片 , 3.80 MG",364
"ESTRADIOL , 外用軟膏劑 , 0.60  MG/GM , 2.50 GM",147120
"ESTRADIOL , 外用軟膏劑 , 0.60  MG/GM , 30.00 GM",51422
"ESTRADIOL , 外用軟膏劑 , 1.00  MG/GM , 1.00 GM",189352
"ESTRADIOL 1MG + NORETHINDRONE 500MCG, 一般錠劑膠囊劑,",3304934
"ESTRADIOL 1MG/ML + PROGESTERONE 10MG/ML, 注射劑, 1.00ML",459
"ESTRADIOL 2MG + NORETHINDRONE 1MG, 一般錠劑膠囊劑,",4431126
"ESTRADIOL 3MG/ML + PROGESTERONE 50MG/ML, 注射劑, 1.00ML",5639
"ESTRADIOL 20MCG + NORETHINDRONE 10MG, 一般錠劑膠囊劑,",343839
"ESTRADIOL 3MG + PROGESTERONE 20MG + METHANDRIOL 50MG, 注射劑, 1.00ML",132
"ESTRADIOL 17-BETA- CYPIONATE , 注射劑 , 5.00 MG",3284
"ESTRADIOL 17-BETA- CYPIONATE 2MG/ML + TESTOSTERONE PROPIONATE 50MG/ML, 注射劑, 1.00ML",43003
"ESTRADIOL 17-BETA- CYPIONATE 2MG/ML + TESTOSTERONE PROPIONATE 50MG/ML, 注射劑, 2.00ML",377
"ESTRADIOL 17-BETA- CYPIONATE 3MG/ML + TESTOSTERONE PROPIONATE 50MG/ML, 注射劑, 1.00ML",56
"ESTRADIOL VALERATE , 一般錠劑膠囊劑 , 2.00 MG",2576769
"ESTRADIOL VALERATE , 注射劑 , 10.00 MG",4311
"ESTRADIOL VALERATE 1-2MG + MEDPROXYPROGESTERONE 2.5-5MG, 一般錠劑膠囊劑",3708525
"ESTRADIOL VALERATE 4MG/ML + TESTOSTERONE 65MG/ML, 注射劑, 1.00ML",1243
"ESTRADIOL VALERATE 2MG + MEDROXYPROGESTERONE 10MG, 一般錠劑膠囊劑",1801466
"ESTRADIOL VALERATE 5MG + MEDROXYPROGESTERONE 10MG, 一般錠劑膠囊劑,",144593
"ESTRADIOL VALERATE 2MG + ESTRADIOL VALERATE 2MG + NORGESTREL 0.5MG, 一般錠劑膠囊劑,",786610
"ESTRADIOL BENZOATE , 注射劑 , 5.00 MG",1717
"ESTRIOL , 一般錠劑膠囊劑 , 100.00 MG",6007
"ESTRIOL , 陰道用錠劑膠囊劑 , 0.5MG",227455
"ESTROGEN CONJUGATED , 一般錠劑膠囊劑 , 625.00 MCG",8779312
"ESTROGEN CONJUGATED , 一般錠劑膠囊劑 , 1250.00 MCG",206460
"ESTROGEN CONJUGATED , 陰道用軟膏劑 , 0.625 MG/GM , 8.0GM",30
"ESTROGEN CONJUGATED , 陰道用軟膏劑 , 0.625 MG/GM , 14.0GM",26424
"ESTROGEN CONJUGATED , 陰道用軟膏劑 , 0.625 MG/GM , 42.50 GM",31165
"FLUOXYMESTERONE , 一般錠劑膠囊劑 , 5.00 MG",242
"GESTRINONE , 一般錠劑膠囊劑 , 2.50 MG",187832
"HYDROXYPROGESTERONE , 注射劑 , 125.00 MG",2674
"LYNESTRENOL , 一般錠劑膠囊劑 , 5.00 MG",4044
"MEDROXYPROGESTERONE , 一般錠劑膠囊劑 , 5.00 MG",4767033
"MEDROXYPROGESTERONE , 一般錠劑膠囊劑 , 10.00 MG",1341652
"含methyl testosterone 10mg,單、複方製劑,一般錠劑膠囊劑",297984
"methyl testosterone 20mg,單、複方製劑,一般錠劑膠囊劑",27969
"methyl testosterone 30mg,單、複方製劑,一般錠劑膠囊劑",2751
"NORETHINDRONE , 一般錠劑膠囊劑 , 5.00 MG",5479628
"PROGESTERONE , 一般錠劑膠囊劑 , 100.00 MG",2899538
"PROGESTERONE , 一般錠劑膠囊劑 , 200.00 MG",9
"PROGESTERONE , 注射劑 , 25.00 MG",185219
"PROGESTERONE , 注射劑 , 25.00 MG",8760
"PROGESTERONE , 注射劑 , 50.00 MG",26706
"PROGESTERONE , 注射劑 , 125.00 MG",2496
"PROGESTERONE , 注射劑 , 250.00 MG",14138
"PROGESTERONE , 注射劑 , 500.00 MG",5128
"RALOXIFENE , 一般錠劑膠囊劑 , 60.00 MG",3170183
"TESTOSTERONE 100MG/ML + TESTOSTERONE ISOCAPROATE 60MG/ML + TESTOSTERONEPROPIONATE 90MG/ML, 注射劑, 1.00ML",3931
"TESTOSTERONE PROPIONATE , 注射劑 , 25.00 MG",220
"TESTOSTERONE PROPIONATE , 注射劑 , 100.00 MG",222
"TESTOSTERONE PROPIONATE , 注射劑 , 200.00 MG",20980
"ALANINE 100MG + GLUTAMIC ACID 265MG + GLYCINE 45MG, 一般錠劑膠囊劑,",173604
"ALFUZOSIN , 緩釋錠劑膠囊劑 , 10.00 MG",11855814
"AMMONIUM CHLORIDE , 一般錠劑膠囊劑 , 300.00 MG",609
"AMMONIUM CHLORIDE , 一般錠劑膠囊劑 , 500.00 MG",183
"DUTASTERIDE , 一般錠劑膠囊劑 , 500.00 MCG",5602130
"FINASTERIDE , 一般錠劑膠囊劑 , 5.00 MG",3617894
"FLAVOXATE , 一般錠劑膠囊劑 , 200.00 MG",8523272
"OXYBUTYNIN , 一般錠劑膠囊劑 , 2.50 MG",2815987
"OXYBUTYNIN , 一般錠劑膠囊劑 , 5.00 MG",2772862
"OXYBUTYNIN , 緩釋錠劑膠囊劑 , 5.00 MG",4108118
"PHENAZOPYRIDINE , 一般錠劑膠囊劑 , 50.00 MG",4126050
"PHENAZOPYRIDINE , 一般錠劑膠囊劑 , 100.00 MG",4131903
"PIPOXOLAN , 一般錠劑膠囊劑 , 10.00 MG",8860182
"PROPIVERINE , 一般錠劑膠囊劑 , 15.00 MG",2129430
"SILDENAFIL,一般錠劑膠囊劑,20.00MG",258855
"SILODOSIN , 一般錠劑膠囊劑 , 4.00 MG",3898032
"SOLIFENACIN SUCCINATE , 一般錠劑膠囊劑 , 5-10MG,",4137645
"SULFANILYLUREA (=SULFAUREA) 500MG + PHENAZOPYRIDINE 50MG, 一般錠劑膠囊劑,",2475760
"TAMSULOSIN , 緩釋錠劑膠囊劑 , 200.00 MCG",74863950
"TAMSULOSIN , 緩釋錠劑膠囊劑 , 400.00 MCG",237086
"tamsulosin 0.4mg +dutasteride 0.5mg, 一般錠劑膠囊劑",845
"TERAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",25565096
"TOLTERODINE , 一般錠劑膠囊劑 , 1.00 MG",220
"TOLTERODINE , 一般錠劑膠囊劑 , 2.00 MG",3280882
"TOLTERODINE , 緩釋錠劑膠囊劑 , 4.00 MG",3110185
"UVAE URSI FOLIA 15MG+ORTHOSIPH FOLIA 10MG+ORTHOSIPH EXTRACT 5MG+EXTR.CONVALL. MAJALIE 15MG+RUBIAE RADIX TINCTURE 60MG+THEOBROMINUM NATRIUMSALICYLATE 20MG,一般錠劑膠囊劑 , 15.00 MG",1291868
"ARGININE VASOPRESSIN , 注射劑 , 20.00 , IU",30218
"DESMOPRESSIN , 一般錠劑膠囊劑 , 100.00 MCG",3481299
"DESMOPRESSIN , 注射劑 , 4.00 MCG",91257
"DESMOPRESSIN , 耳鼻用液劑 , 250.00 MCG",17478
"TERLIPRESSIN , 注射劑 , 1.00 MG",129320
"GONADORELIN , 注射劑 , 100.00 MCG",3669
"LANREOTIDE , 注射劑 , 60.00 MG",899
"LANREOTIDE , 注射劑 , 120.00 MG",66
"OCTREOTIDE , 注射劑 , 100.00 MCG",57920
"OCTREOTIDE , 注射劑 , 20000.00 MCG",2864
"OCTREOTIDE , 注射劑 , 30000.00 MCG",982
"OXYTOCIN , 注射劑 , 5.00 , IU",173
"OXYTOCIN , 注射劑 , 10.00 , IU",461405
"SOMATOSTATIN , 注射劑 , 3000.00 MCG",27207
"SOMATOTROPIN HUMAN (=GROWTH HORMONE) , 注射劑 , 15.00 , IU",12522
"SOMATOTROPIN HUMAN (=GROWTH HORMONE) , 注射劑 , 16.00 , IU",31190
"SOMATOTROPIN HUMAN (=GROWTH HORMONE) , 注射劑 , 24.00 , IU",9369
"SOMATOTROPIN HUMAN (=GROWTH HORMONE) , 注射劑 , 30.00 , IU",3638
"BETAMETHASONE , 一般錠劑膠囊劑 , 500.00 MCG",1253861
"BETAMETHASONE , 一般錠劑膠囊劑 , 600.00 MCG",149222
"BETAMETHASONE , 注射劑 , 2.00 MG",361
"BETAMETHASONE , 注射劑 , 2.50 MG",28587
"BETAMETHASONE , 注射劑 , 4.00 MG",339263
"BETAMETHASONE , 注射劑 , 5.00 MG",68712
"BETAMETHASONE , 注射劑 , 6.00 MG",1
"BETAMETHASONE , 注射劑 , 15.00 MG",518
"BETAMETHASONE , 注射劑 , 20.00 MG",4
"BETAMETHASONE , 注射劑 , 25.00 MG",4467
"BETAMETHASONE , 注射劑 , 40.00 MG",27
"CORTISONE , 一般錠劑膠囊劑 , 25.00 MG",4167591
"DEXAMETHASONE , 一般錠劑膠囊劑 , 250.00 MCG",24
"DEXAMETHASONE , 一般錠劑膠囊劑 , 500.00 MCG",4862002
"DEXAMETHASONE , 一般錠劑膠囊劑 , 750.00 MCG",1242761
"DEXAMETHASONE , 一般錠劑膠囊劑 , 1000.00 MCG",1303
"DEXAMETHASONE , 一般錠劑膠囊劑 , 4000.00 MCG",762918
"DEXAMETHASONE , 注射劑 , 1.00 MG",89
"DEXAMETHASONE , 注射劑 , 1.00 MG",657
"DEXAMETHASONE , 注射劑 , 2.00 MG",306
"DEXAMETHASONE , 注射劑 , 4.00 MG",183645
"DEXAMETHASONE , 注射劑 , 4.00 MG",14570
"DEXAMETHASONE , 注射劑 , 5.00 MG",1488669
"DEXAMETHASONE , 注射劑 , 8.00 MG",115214
"DEXAMETHASONE , 注射劑 , 10.00 MG",4544
"DEXAMETHASONE , 注射劑 , 20.00 MG",869
"DEXAMETHASONE , 注射劑 , 40.00 MG",30408
"DEXAMETHASONE , 注射劑 , 50.00 MG",5
"DEXAMETHASONE SODIUM PHOSPHATE , 注射劑 , 10.00 MG",214
"FLUDROCORTISONE , 一般錠劑膠囊劑 , 100.00 MCG",414952
"HYDROCORTISONE , 注射劑 , 100.00 MG",1363900
"HYDROCORTISONE , 注射劑 , 300.00 MG",9
"HYDROCORTISONE , 注射劑 , 500.00 MG",376
"METHYLPREDNISOLONE , 一般錠劑膠囊劑 , 2.00 MG",1288587
"METHYLPREDNISOLONE , 一般錠劑膠囊劑 , 4.00 MG",11130498
"METHYLPREDNISOLONE , 一般錠劑膠囊劑 , 8.00 MG",400680
"METHYLPREDNISOLONE , 一般錠劑膠囊劑 , 16.00 MG",87635
"METHYLPREDNISOLONE , 注射劑 , 40.00 MG",1224225
"METHYLPREDNISOLONE , 注射劑 , 125.00 MG",58662
"METHYLPREDNISOLONE , 注射劑 , 250.00 MG",5988
"METHYLPREDNISOLONE , 注射劑 , 500.00 MG",98570
"METHYLPREDNISOLONE , 注射劑 , 1000.00 MG",444
"PREDNISOLONE , 一般錠劑膠囊劑 , 5.00 MG",69331910
"PREDNISOLONE , 注射劑 , 10.00 MG",9
"PREDNISOLONE , 注射劑 , 13.4 MG",3
"PREDNISOLONE , 注射劑 , 20.00 MG",2
"PREDNISOLONE , 注射劑 , 25.00 MG",78
"PREDNISOLONE PHOSPHATE SODIUM , 口服液劑 , 1.00  MG/ML , 15.00 ML",180
"PREDNISOLONE PHOSPHATE SODIUM , 口服液劑 , 1.00  MG/ML , 30.00 ML",42
"PREDNISOLONE PHOSPHATE SODIUM , 口服液劑 , 1.00  MG/ML , 60.00 ML",105369
"TRIAMCINOLONE , 一般錠劑膠囊劑 , 2.00 MG",438
"TRIAMCINOLONE , 一般錠劑膠囊劑 , 4.00 MG",448449
"TRIAMCINOLONE , 注射劑 , 10.00 MG",136643
"TRIAMCINOLONE , 注射劑 , 10.00 MG",9051
"TRIAMCINOLONE , 注射劑 , 25.00 MG",1
"TRIAMCINOLONE , 注射劑 , 40.00 MG",163862
"TRIAMCINOLONE , 注射劑 , 50.00 MG",213302
"TRIAMCINOLONE , 注射劑 , 80.00 MG",4549
"TRIAMCINOLONE , 注射劑 , 100.00 MG",11606
"TRIAMCINOLONE , 注射劑 , 200.00 MG",3366
"TRIAMCINOLONE , 注射劑 , 400.00 MG",14637
"CARBIMAZOLE , 一般錠劑膠囊劑 , 10.00 MG",5315833
"IODINE LECITHIN (=JOLECITHIN) , 一般錠劑膠囊劑 , 50.00 MCG",258706
"IODINE LECITHIN (=JOLECITHIN) , 一般錠劑膠囊劑 , 750.00 MCG",209
"IODINE LECITHIN (=JOLECITHIN) , 一般錠劑膠囊劑 , 5400.00 MCG",6
"METHIMAZOLE , 一般錠劑膠囊劑 , 5.00 MG",16531879
"PROPYLTHIOURACIL , 一般錠劑膠囊劑 , 50.00 MG",11807431
"THYROID , 一般錠劑膠囊劑 , 64.00 MG",498147
"THYROXINE , 一般錠劑膠囊劑 , 50.00 MCG",226
"THYROXINE , 一般錠劑膠囊劑 , 100.00  MCG",36186936
"GLUCAGON , 注射劑 , 1.00 MG",2875
"CALCITONIN SALMON , 注射劑 , 50.00 , IU",48599
"CALCITONIN SALMON , 注射劑 , 100.00 , IU",7312
"CALCITONIN SALMON , 耳鼻用液劑, 700.00 IU",787
"CALCITONIN SALMON , 耳鼻用液劑, 2800.00  IU",53886
"TERIPARATIDE , 注射劑 , 750.00 MCG",21430
"AMIKACIN , 注射劑 , 125.00 MG",165
"AMIKACIN , 注射劑 , 200.00 MG",11738
"AMIKACIN , 注射劑 , 250.00 MG",243390
"AMIKACIN , 注射劑 , 500.00 MG",135509
"AMIKACIN , 注射劑 , 1250.00 MG",4442
"AMIKACIN , 注射劑 , 2500.00 MG",11210
"AMOXICILLIN , 一般錠劑膠囊劑 , 250.00 MG",14711003
"AMOXICILLIN , 一般錠劑膠囊劑 , 500.00 MG",25177723
"AMOXICILLIN, 口服顆粒劑, 200MG/GM, 1GM",57033
"AMOXICILLIN , 口服液劑 , 25.00 MG/ML, 1.00 ML",37
"AMOXICILLIN , 口服液劑 , 25.00 MG/ML, 60.00 ML",95303
"AMOXICILLIN , 注射劑 , 1.00 MG",6224
"AMOXICILLIN , 注射劑 , 500.00 MG",20
"AMOXICILLIN , 口服液劑 , 50.00 MG/ML, 60.00 ML",58758
"AMOXICILLIN, 口服顆粒劑, 125MG/1GM, 1GM",153
"AMOXICILLIN 250MG + CLAVULANIC ACID 125MG, 一般錠劑膠囊劑,",3369185
"AMOXICILLIN 500MG + CLAVULANIC ACID 125MG, 一般錠劑膠囊劑,",4716198
"AMOXICILLIN 25MG/ML + CLAVULANIC ACID 6.25MG/ML, 口服液劑, 1.00ML",196080
"AMOXICILLIN 25MG/ML + CLAVULANIC ACID 6.25MG/ML, 口服液劑, 60.00ML",1319
"AMOXICILLIN 25MG/ML + CLAVULANIC ACID 6.25MG/ML, 口服液劑, 100.00ML",32402
"AMOXICILLIN 500MG + CLAVULANIC ACID 100MG, 注射劑, 600.00MG",1509156
"AMOXICILLIN 1000MG + CLAVULANIC ACID 200MG, 注射劑, 1200.00MG",1218260
"AMOXICILLIN 50MG/ML + CLAVULANIC ACID 12.5MG/ML, 口服液劑, 1.00ML",41654
"AMOXICILLIN 50MG/ML + CLAVULANIC ACID 12.5MG/ML, 口服液劑, 60.00ML",72447
"AMOXICILLIN 50MG/ML + CLAVULANIC ACID 12.5MG/ML, 口服液劑, 100.00ML",21
"AMOXICILLIN 875MG + CLAVULANIC ACID 125MG, 一般錠劑膠囊劑,",7615390
"AMOXICILLIN 80MG/ML + CLAVULANIC ACID 11.4MG/ML, 口服液劑, 40.00ML",235997
"AMPICILLIN , 一般錠劑膠囊劑 , 250.00 MG",349958
"AMPICILLIN , 一般錠劑膠囊劑 , 500.00 MG",1799636
"AMPICILLIN , 注射劑 , 500.00 MG",1249520
"AMPICILLIN , 注射劑 , 1000.00 MG",2563
"AMPICILLIN 125MG + CLOXACILLIN 125MG, 一般錠劑膠囊劑,",33397
"AMPICILLIN 250MG + CLOXACILLIN 250MG, 注射劑, 500.00MG",981
"AMPICILLIN 500MG + CLOXACILLIN 500MG, 注射劑, 1000.0MG",181
"AMPICILLIN 1000MG + SULBACTAM 500MG, 注射劑, 1500.00MG",2463627
"AMPICILLIN 2000MG + SULBACTAM 1000MG, 注射劑, 3000.00MG",8163
"AMPICILLIN 250MG + CLOXACILLIN 250MG, 一般錠劑膠囊劑,",1906476
"AMPICILLIN 250MG + DICLOXACILLIN 125MG, 一般錠劑膠囊劑,",33370
"AZITHROMYCIN , 一般錠劑膠囊劑 , 250.00 MG",624845
"AZITHROMYCIN , 一般錠劑膠囊劑 , 600.00 MG",211
"AZITHROMYCIN , 口服液劑 , 40.00 MG/ML, 7.50 ML",15
"AZITHROMYCIN , 口服液劑 , 40.00 MG/ML, 15.00 ML",73068
"AZITHROMYCIN , 口服液劑 , 40.00 MG/ML, 22.50 ML",8
"AZITHROMYCIN , 口服液劑 , 40.00 MG/ML, 30.00ML",1
"AZTREONAM , 注射劑 , 1000.00 MG",4222
"CEFACLOR , 一般錠劑膠囊劑 , 250.00 MG",4162666
"CEFACLOR , 一般錠劑膠囊劑 , 500.00 MG",77648
"CEFACLOR , 口服顆粒劑 , 25.00 MG",70
"CEFACLOR , 口服液劑 , 250.00 MG/GM, 1.00 GM",18
"CEFACLOR , 口服液劑 , 250.00 MG/GM, 6.00 GM",3
"CEFADROXIL , 一般錠劑膠囊劑 , 250.00 MG",1316
"CEFADROXIL , 一般錠劑膠囊劑 , 500.00 MG",6570645
"CEFADROXIL , 口服顆粒劑 , 200.00 MG/GM , 1GM",1510
"CEFADROXIL , 口服液劑 , 25.00 MG/ML, 60.00 ML",14396
"CEFAMANDOLE , 注射劑 , 500.00 MG",22
"CEFAMANDOLE , 注射劑 , 1000.00 MG",3011
"CEFAZOLIN (=CEPHAZOLIN) , 注射劑 , 500.00 MG",587415
"CEFAZOLIN (=CEPHAZOLIN) , 注射劑 , 1000.00 MG",6149394
"CEFAZOLIN (=CEPHAZOLIN) , 注射劑 , 2000.00 MG",104018
"CEFAZOLIN (=CEPHAZOLIN) , 注射劑 , 5000.00 MG",17
"CEFEPIME , 注射劑 , 500.00 MG",1432562
"CEFEPIME , 注射劑 , 1000.00 MG",116857
"CEFEPIME , 注射劑 , 2000.00 MG",6848
"CEFIXIME , 一般錠劑膠囊劑 , 100.00 MG",1082441
"CEFMETAZOLE , 注射劑 , 500.00 MG",1075719
"CEFMETAZOLE , 注射劑 , 1000.00 MG",488986
"CEFOPERAZONE , 注射劑 , 500.00 MG",32548
"CEFOPERAZONE , 注射劑 , 1000.00 MG",60098
"CEFOTAXIME , 注射劑 , 250.00 MG",52974
"CEFOTAXIME , 注射劑 , 500.00 MG",86961
"CEFOTAXIME , 注射劑 , 1000.00 MG",137579
"CEFOTAXIME , 注射劑 , 2000.00 MG",38165
"CEFOTIAM , 注射劑 , 500MG",2830
"CEFOXITIN (=CEPHOXITIN) , 注射劑 , 1000.00 MG",520989
"CEFPIROME , 注射劑 , 1.00 GM",65056
"CEFTAZIDIME , 注射劑 , 500.00 MG",1302745
"CEFTAZIDIME , 注射劑 , 1000.00 MG",857119
"CEFTAZIDIME , 注射劑 , 2000.00 MG",217723
"CEFTIBUTEN , 一般錠劑膠囊劑 , 100.00 MG",1647027
"CEFTRIAXONE , 注射劑 , 250.00 MG",3833
"CEFTRIAXONE , 注射劑 , 500.00 MG",520804
"CEFTRIAXONE , 注射劑 , 1000.00 MG",1032771
"CEFTRIAXONE , 注射劑 , 2000.00 MG",21163
"CEFUROXIME , 一般錠劑膠囊劑 , 250.00 MG",2321602
"CEFUROXIME , 口服液劑 , 36.00 MG/GM, 1.00 GM",1472
"CEFUROXIME , 口服液劑 , 36.00 MG/GM, 34.72 GM",14780
"CEFUROXIME , 注射劑 , 250.00 MG",177
"CEFUROXIME , 注射劑 , 500.00 MG",109014
"CEFUROXIME , 注射劑 , 750.00 MG",1482774
"CEFUROXIME , 注射劑 , 1000.00 MG",110522
"CEFUROXIME , 注射劑 , 1500.00 MG",57658
"CEPHALEXIN , 一般錠劑膠囊劑 , 250.00 MG",13335656
"CEPHALEXIN , 一般錠劑膠囊劑 , 500.00 MG",36536102
"CEPHALEXIN , 口服顆粒劑 , 100.00 MG",107
"CEPHALEXIN , 口服顆粒劑 , 200.00 MG",11610
"CEPHALEXIN , 口服顆粒劑 , 200.00 MG",31295
"CEPHALEXIN , 口服顆粒劑 , 500.00 MG",144602
"CEPHALEXIN , 注射劑 , 1.00 GM",311983
"CEPHALEXIN , 口服液劑 , 41.67 MG/GM, 1.00 GM",105989
"CEPHALEXIN , 口服液劑 , 41.67 MG/GM, 36.00 GM",145440
"CEPHALEXIN , 口服液劑 , 250.00 MG/GM, 1.00 GM",1139
"CEPHALEXIN , 口服液劑 , 250.00 MG/GM, 600.00 GM",12
"CEPHALEXIN , 口服液劑 , 500.00 MG/GM, 1.00 GM",9249
