機構名稱,機構電話,機構地址
東暉診所,226433774,新北市汐止區新興路三號八樓
佳祥診所,26954806,新北市汐止區明峰街129號
蘇小兒科診所,02 26935513,新北市汐止區福德一路二四五號
許至仁診所,02 86423789,新北市汐止區忠孝東路二九０號
青山診所,26907959,新北市汐止區莊敬街一二九號一樓
陳正恆小兒科診所,286931716,新北市汐止區福德一路二二０號一樓
洪皮膚科診所,225283137,新北市汐止區湖前街四十一號
崇安婦產科診所,26959008,新北市汐止區湖前街六十號一樓
彭耳鼻喉專科診所,86932293,新北市汐止區中興路二二六號
吳婦產科診所,02 86926399,新北市汐止區大同路二段175號3樓、175號3樓之1、173號3樓、171號3樓、171號3樓之1、171號1樓
洪耳鼻喉科診所,26490123,新北市汐止區大同路二段三三二號一樓
雙雙小兒科診所,26955777,新北市汐止區明峰街一四三號
福德診所,02-26347024,新北市汐止區福德二路一七一號
陳眼科診所,02-26476225,新北市汐止區忠孝東路241號1樓及3樓
謝宏杰身心精神科診所,86916588,新北市汐止區新台五路一段232號1樓
鄭漢財耳鼻喉科診所,02 6433062,新北市汐止區忠孝東路二三九號二樓
佑昌內科診所,02 6943570,新北市汐止區中興路９５號
蓮合婦產科診所,02 6482801,新北市汐止區忠孝東路３４１號
弘人小兒科診所,26932439,新北市汐止區福德二路一五二號一樓
高登眼科診所,02 6493939,新北市汐止區大同路二段282號2樓
蘇右任耳鼻喉科診所,02 8437991,新北市汐止區新台五路二段１０號
羅小兒科診所,86918828,新北市汐止區忠孝東路二四四號一樓
新北市汐止區衛生所,26412030,新北市汐止區新台五路1段266號地下1樓、地上1至4樓
世樺中醫診所,02 6433476,新北市汐止區大同路二段５５１巷３號1樓
華佗中醫診所,223659502,新北市汐止區樟樹一路十號
醫心館中醫診所,02-86926566,新北市汐止區大同路二段137號1樓
華成中醫診所,226934346,新北市汐止區福德二路１００號
健榮中醫診所,2692-6991,新北市汐止區康寧街487號1樓
秀峰中醫診所,02-26431219,新北市汐止區新台五路二段九號
大漢中醫診所,86919488,新北市汐止區忠孝東路212號1樓
永慶中醫診所,26950930,新北市汐止區康寧街374號1樓
廣緣堂中醫診所,02-86951725,新北市汐止區明峰街132號
青蓮中醫診所,02-86463767,新北市汐止區忠孝東路323號1樓
周得民中醫診所,26472779,新北市汐止區新昌路50號1樓
德元堂中醫診所,02-26415991,新北市汐止區秀峰路120號1樓
尚慶中醫診所,02-26941920,新北市汐止區康寧街139號1樓
雙雙牙醫診所,26955776,新北市汐止區明峰街137號1樓
幸福牙醫診所,26480029,新北市汐止區樟樹一路139巷1號1樓
唯真牙醫診所,26958525,新北市汐止區福德一路113-1號1樓
艾美集牙醫診所,,新北市汐止區仁愛路145號1樓
秀峰牙醫診所,26488333,新北市汐止區新台五路一段172號1、2樓
七采牙醫診所,86910777,新北市汐止區大同路二段380、382號1樓
悠悅牙醫診所,02-86910338,新北市汐止區仁愛路110號1樓
微風牙醫診所,02-86915333,新北市汐止區新台五路一段141號2樓
安興牙醫診所,02-26956622,新北市汐止區康寧街411號1樓
品美牙醫診所,26927670,新北市汐止區康寧街46號1樓及吉林街3號1樓
翔齡牙醫診所,02 6481901,新北市汐止區樟樹一路１１９巷４號１樓
上甯牙醫診所,02 6955846,新北市汐止區明峰街８６號
嘉仁牙醫診所,26412171,新北市汐止區大同路二段五一九號
東波牙醫診所,6933389,新北市汐止區福德一路177巷6號1樓
柏元牙醫診所,02 6931235,新北市汐止區忠孝東路314之1號
澄洋牙醫診所,226479302,新北市汐止區連興街四十號一樓
經典聯合牙醫診所,02-26904000,新北市汐止區樟樹一路二十號一樓
五堵林牙醫診所,286910518,新北市汐止區鄉長路二段十之一號
詠翔牙醫診所,226925481,新北市汐止區湖前街35號1樓
向陽牙醫診所,226486688,新北市汐止區大同路二段二九八號
陽光牙醫診所,2,新北市汐止區莊敬街一三三號一樓
汐止真善美牙醫診所,286424165,新北市汐止區建成路三十四號
成合牙醫診所,26435978,新北市汐止區新台五路二段六號
康普森牙醫診所,26932815,新北市汐止區中興路一三五號一樓、二樓
陽明牙醫診所,26430822,新北市汐止區連興路五十號
牙典牙醫診所,26961393,新北市汐止區新台五路一段九十六號
倍得牙醫診所,86421206,新北市汐止區仁愛路17號1樓
永康牙醫診所,26957749,新北市汐止區康寧街279號
永琦牙醫診所,02 6426883,新北市汐止區中正路１２５號２Ｆ
江北牙醫診所,02 6435621,新北市汐止區大同路二段四三四號二樓
復全牙醫診所,02 6412973,新北市汐止區中正路１６４號
伯爵林牙醫診所,02 6428225,新北市汐止區翠峰街２３號１Ｆ－２
德惠牙醫診所,02 6484564,新北市汐止區忠孝東路３８４號
宏國牙醫診所,02 6430307,新北市汐止區樟樹一路２１８號
和昌牙醫診所,02-26488348,新北市汐止區大同路2段575號1樓、2樓
佑昌牙醫診所,02 6943570,新北市汐止區中興路九十五號
楊內科小兒科診所,02-26420233,新北市汐止區汐萬路一段２５號
大同耳鼻喉科診所,02-26919292,新北市汐止區大同路二段300號1樓及298號2樓之1
人禾小兒科診所,86463037,新北市汐止區仁愛路69號
洪振凱診所,26918877,新北市汐止區樟樹一路136號
聖祐診所,02-26918109,新北市汐止區新興路36號
佑宸診所,86480131,新北市汐止區茄苳路31號1樓
廖診所,26412168,新北市汐止區中正路68號1樓
康寧耳鼻喉科診所,02-26926905,新北市汐止區康寧街386號1樓
皓明眼科診所,26923088,新北市汐止區中興路199號
許哲豪皮膚科診所,,新北市汐止區忠孝東路214號1樓
顏志瑋診所,26417999,新北市汐止區建成路18號1樓
崇德診所,26477956,新北市汐止區忠孝東路247號1樓
三益診所,02-86915631,新北市汐止區仁愛路187號1樓
祐祥復健科診所,02-86422050,新北市汐止區大同路二段312巷7號1樓
德祐小兒科診所,02-26945180,新北市汐止區福德一路117之1號1樓
深耕中醫診所,26620817,新北市深坑區萬順里北深路3段295號1樓
新北市深坑區衛生所,26621567,新北市深坑區深坑街165號1-3樓
世華牙醫診所,02 6623157,新北市深坑區北深路二段一九六號
榮泰牙醫診所,5622726,新北市深坑區北深路二段一四七號
陳建志牙醫診所,26620993,新北市深坑區北深路三段255號
慈恩牙醫診所,226646288,新北市深坑區北深路二段一二五號
埔新牙醫診所,,新北市深坑區埔新街一○○號
劉英昌診所,26628011,新北市深坑區北深路3段99號1樓101號2樓105號2樓
林鴻章診所,26628011,新北市深坑區北深路3段99號1樓.2樓
深坑診所,02 2157960,新北市深坑區深坑街二十五號
淞德診所,6620578,新北市深坑區萬順里北深路三段199號
林振得診所,6647878,新北市深坑區北深路二段106號
健順診所,3629746,新北市深坑區昇高里十鄰王軍寮９號
幼恩診所,226625951,新北市深坑區北深路三段一七三號
謝家庭醫學科診所,02 6628081,新北市深坑區北深路二段二００號
禾生堂中醫診所,26628080,新北市深坑區北深路2段184號1樓
新北市石碇區衛生所,02 6631325,新北市石碇區潭邊里石崁22號之1 一、二樓
虹淇牙醫診所,02 26631218,新北市石碇區石崁20號1樓
荃國中醫診所,24062758,新北市瑞芳區瑞芳街7號
新北市瑞芳區衛生所,(02)  24972132,新北市瑞芳區明燈路三段1號
中美牙醫診所,02 4972448,新北市瑞芳區明燈路三段３４號
瑞益牙醫診所,02 4976802,新北市瑞芳區明燈路三段39-5號3樓
瑞芳李牙醫診所,02 4969580,新北市瑞芳區民生街五之一號一．二樓
泰順牙醫診所,02 24960975,新北市瑞芳區中正路７６號
芳德牙醫診所,24970287,新北市瑞芳區三爪子坑路89號之17 -1樓
瑞峰牙醫診所,4960123,新北市瑞芳區明燈路三段９４號
康橋診所,24972350,新北市瑞芳區明燈路三段39-7號1樓
健康101診所,24971019,新北市瑞芳區明燈路3段9號1樓
福康診所,24960189,新北市瑞芳區中正路82號1樓
偉文診所,02-24583232,新北市瑞芳區大埔路130號1樓
暘明診所,02-24977188,新北市瑞芳區中正路42號1樓
詠安診所,02 4960682,新北市瑞芳區明燈路三段７３號２Ｆ
捷成診所,02 4960495,新北市瑞芳區瑞芳街２８號
安星診所,02 4976970,新北市瑞芳區明燈路三段３７號
瑞光眼科診所,02 4966359,新北市瑞芳區明燈路三段９６號
英泰診所,249677515,新北市瑞芳區中正路６３－１號
瑞聯診所,224965416,新北市瑞芳區明燈路三段１３號一樓
合安診所,224584247,新北市瑞芳區大埔路106號
簡診所,02 4972350,新北市瑞芳區明燈路三段39-3號1樓
家康陳診所,02 4971562,新北市瑞芳區明燈路三段３６號
瑞芳中醫診所,24061669,新北市瑞芳區中正路22-1號
於仁牙醫診所,02-24951773,新北市平溪區中華街44號
新北市平溪區衛生所,02 4951015,新北市平溪區中華路61號
瑞安診所,(02)24951083,新北市平溪區平溪街9號1樓
偉華牙醫診所,02 4934835,新北市雙溪區中華路７５號
新北市雙溪區衛生所,02 24931210,新北市雙溪區新基西街19號
冠麒診所,02-24931233,新北市雙溪區中華路45號
杏生診所,32991001,新北市貢寮區東興街１０２號
新北市貢寮區衛生所,24901431,新北市貢寮區朝陽街70巷10號
樂文診所,02 24942358,新北市貢寮區貢寮街三號一樓
同安診所,02 4902199,新北市貢寮區延平街６８號
新北市新店區衛生所,02 9126831,新北市新店區北新路一段88巷11號
譚內科小兒科診所,02 9128188,新北市新店區北新路一段２７１巷４－６號
永吉外科診所,02 9120638,新北市新店區北新路一段１８９號
中文內科小兒科診所,02 9141010,新北市新店區北新路三段１６９號
啟生診所,(02)2914-0055,新北市新店區北新路一段185號1樓、１８７號1樓
詹增基婦產科診所,02 9156678,新北市新店區北新路一段１９１號
何耳鼻喉科診所,02 9132269,新北市新店區北新路三段１３８號
林慶堂婦產科診所,02 9148769,新北市新店區北新路二段１９３號
林碧川內科小兒科診所,02 9139505,新北市新店區北新路二段８６號
恩寧眼科診所,229140888,新北市新店區中正路１１３號２樓
楊福外科診所,229122974,新北市新店區行政街一二巷一號
黃瑛超皮膚科診所,229153734,新北市新店區北新路三段１２８號1、2樓
普敬小兒科診所,02 9149875,新北市新店區北新路一段３４３號
東陽耳鼻喉科診所,229161189,新北市新店區北新路三段一五四號
睛彩眼科診所,02 9101760,新北市新店區北新路一段３２３號
黃宏超眼科診所,02 29127480,新北市新店區北新路三段144號
顏秀吉婦產科診所,02 9151179,新北市新店區民權路３９號２Ｆ
汪耳鼻喉科診所,02 29177032,新北市新店區北新路三段82號7樓之3號
群惠耳鼻喉科診所,29139060,新北市新店區中正路263-1號
張榮宗內科診所,29179322,新北市新店區建國路八三之一號
吳耳鼻喉科診所,29151245,新北市新店區民族路６１號
呂子賢小兒科診所,286653729,新北市新店區中興路三段２０１號
文玉小兒科診所,02 29104898,新北市新店區建國路７０號
李亭鋒耳鼻喉科診所,286660991,新北市新店區安康路二段123-1號1樓
楊龍駿婦產科診所,286665091,新北市新店區安康路二段142巷16號1樓
蕭仁哲婦產科診所,229158090,新北市新店區北新路三段165號1、2、3、4樓及167號1、2、3、4樓
慧鴻小兒科診所,229155124,新北市新店區北新路二段一八九之一號
呈恩診所,286662207,新北市新店區安康路二段146號1樓
為宏皮膚科診所,286655332,新北市新店區北新路三段一一八號
民康眼科診所,222113063,新北市新店區安康路二段六十六號
王慶祥小兒科診所,229106485,新北市新店區北新路一段五十六號一樓
林建良耳鼻喉科診所,29131313,新北市新店區中正路158號1樓
潘如瑾婦產科診所,02 29161718,新北市新店區民權路六一號
幼安小兒科診所,02 86660909,新北市新店區安康路二段九十九號
邱眼科診所,02-29112580,新北市新店區中正路二二二號二樓
德明眼科診所,229112680,新北市新店區建國路136號1樓、138號2樓
維霖內科診所,02-89147799,新北市新店區建國路6-1號1、2樓
我的診所,286654138,新北市新店區民族路183號1樓
曾俊睿小兒科診所,229137201,新北市新店區寶橋路54號1、2樓
文宏診所,02 9187308,新北市新店區北新路一段１９５號
簡桓澤診所,02 9185091,新北市新店區新店路１５１號
富森診所,286658711,新北市新店區三民路９７號
佳音診所,286660033,新北市新店區安民街一三五號
和成診所,86660443,新北市新店區安成街二十六號
欣和診所,29401103,新北市新店區安和路三段一五一號
林逢慶診所,02 22156150,新北市新店區安康路三段二十一號
信安診所,02 29181828,新北市新店區民族路九號
佑康聯合診所,22153239,新北市新店區安康路三段十七號一 樓
健全診所,289146989,新北市新店區建國路一一七號一樓
九宜診所,02-89147665,新北市新店區北宜路一段五十二號一樓
全康診所,282180607,新北市新店區溪園路383號1樓
安立診所,222177669,新北市新店區北宜路二段28號1樓
聖新診所,02-29131415,新北市新店區寶橋路4號1樓
安民診所,222129283,新北市新店區安民街235號
樂河診所,289146011,新北市新店區環河路72號3樓
又新診所,286650062,新北市新店區建國路71號
儂安診所,02 9180818,新北市新店區中正路１１１號
至善診所,02 22116432,新北市新店區永業路１２號
陳小兒科診所,02 9110075,新北市新店區北新路三段１００號
太山家醫科診所,02 29175375,新北市新店區光明街２４４巷１號
陳正宗診所,229129981,新北市新店區中正路二四一號一樓
林浩翔診所,02 9123161,新北市新店區中正路１９８號
惠安診所,02 9172930,新北市新店區北新路三段１６號
高兒科診所,02 22121545,新北市新店區安成街３８號
雁秋診所,02 22121461,新北市新店區安成街十號
劉建梅診所,229124106,新北市新店區中正路20、22號
護康診所,286663366,新北市新店區安成街３２號
陳沛生耳鼻喉科診所,(02)2917-8067,新北市新店區北新路二段三十九號
民道診所,229106777,新北市新店區北新路三段107號1樓、2樓、3樓
國城診所,229175941,新北市新店區北新路二段200號2、3樓
新店大愛眼科診所,229150538,新北市新店區北新路三段2號1、2樓
賽斯身心靈診所,222180875,新北市新店區中央七街26號2樓
活泉診所,229106339,新北市新店區北新路二段182號2樓
新眼光眼科診所,282111908,新北市新店區北新路二段14號
如意診所,222153324,新北市新店區如意街16號1樓
耀程耳鼻喉科診所,229171110,新北市新店區三民路66號1樓
加加內科小兒科診所,222104948,新北市新店區玫瑰路14號1樓
星展眼科診所,(02)8666-7868,新北市新店區安康路二段117-1號1、2樓
佳禾復健科診所,(02)8219-1110,新北市新店區中正路539-3號1樓
健維骨科診所,(02)2918-3738,新北市新店區中正路251號1、2樓
楊聰才診所,(02)2918-1299,新北市新店區中興路2段239號2樓
雙城診所,(02)2215-7616,新北市新店區安康路三段32號1樓
維格診所,02-89118555,新北市新店區北新路3段100號1樓2樓
邱?凱小兒科診所,02-29130360,新北市新店區建國路226號1樓
聖康診所,02-8665-5858,新北市新店區北新路3段104號1樓
大豐耳鼻喉科診所,02-22193122,新北市新店區建國路161號1樓
晶漾診所,02-89127357,新北市新店區北新路3段198號2樓
家光耳鼻喉科診所,02-29113571,新北市新店區三民路32-1號1樓2樓
寶安復健科診所,02  29159186,新北市新店區北新路三段112號1樓2樓
安康耳鼻喉科診所,02  22127880,新北市新店區安康路2段121-1號1樓2樓
美膚皮膚專科診所,02  86665327,新北市新店區安康路2段148號1樓
碧潭診所,02  29116698,新北市新店區北新路1段21號1樓
仁佑診所,02  22190567,新北市新店區中正路396號、398號1樓
日安診所,02  89112388,新北市新店區中正路289號1樓、2樓
新店六順診所,02  29125222,新北市新店區北新路2段10號1樓
得恩牙醫診所,02-86653352,新北市新店區北新路三段十二號一樓
孫牙醫診所,02 9129567,新北市新店區三民路９２號２Ｆ
恆愛牙醫診所,02 9102101,新北市新店區中正路４９號
江陵牙醫診所,02 9187411,新北市新店區民權路８１號
親親牙醫診所,02 29185686,新北市新店區光明街二九二號二樓
慧國牙醫診所,02 9102844,新北市新店區中正路３１８號１Ｆ
旺威牙醫診所,02 9129715,新北市新店區中興路三段１９０號一樓
新進牙醫診所,02 9186408,新北市新店區北新路一段２４５號
弘安牙醫診所,02 9125200,新北市新店區民族路６０號
迦南牙醫診所,229178409,新北市新店區建國路１２號２Ｆ
許正傑牙醫診所,02 2115982,新北市新店區安成街３０號
康保牙醫診所,02 29133949,新北市新店區建國路一二O、一二二號一樓
永佳牙醫診所,02 9127721,新北市新店區北新路二段１９５號
凱悅牙醫診所,02 2119082,新北市新店區安康路二段１９６號２Ｆ
豐田牙醫診所,9186345,新北市新店區中興路三段１３６號
芳鄰牙醫診所,229148772,新北市新店區民權路七十三號三樓
育傑牙醫診所,02 9139233,新北市新店區民族路５０號
明潔牙科診所,29115790,新北市新店區建國路81號
佑恩牙醫診所,02 29145235,新北市新店區中正路五十九號二樓
同愛牙醫診所,9111178,新北市新店區光明街１６１號
青潭牙醫診所,222176580,新北市新店區北宜路２段８２－１３號
心殿牙醫診所,02  22121348,新北市新店區安民街１９７號１樓
德威牙醫診所,229160206,新北市新店區北新路三段１０８號
柏格牙醫診所,229179670,新北市新店區三民路一一五號
紐約牙醫所,229142667,新北市新店區寶橋路６３號
百年牙醫診所,229120126,新北市新店區三民路七十五巷三弄一號一樓
林芝來牙醫診所,02 9125277,新北市新店區中正路３１２巷１號
裕仁牙醫診所,229189100,新北市新店區三民路３１－６號
凱旋牙醫診所,02 22121538,新北市新店區安康路二段８８號
戚崇龍牙醫診所,222126789,新北市新店區?安康路二段２１２號
李震強牙醫診所,02 9118321,新北市新店區三民路１３６號
高牙醫診所,02 9116621,新北市新店區建國路６４號
品雅牙醫診所,29183659,新北市新店區三民路八六號二樓
東北大牙醫診所,02 9183993,新北市新店區北新路三段126號1、2樓
盧牙醫診所,02 9119952,新北市新店區中正路１５５號
進新牙醫診所,229186062,新北市新店區光明街三一二號
博精牙醫診所,02 9151631,新北市新店區中華路１０５號1樓
北新牙醫診所,02 9113715,新北市新店區北新路一段２７１巷２號
全民牙醫診所,02 22153041,新北市新店區安康路三段１９號
崇光牙醫診所,02 9118677,新北市新店區三民路３號２樓
北大牙醫診所,02 9112896,新北市新店區中正路３２５號
泰達牙醫診所,02 9129004,新北市新店區北新路三段１５８號５樓
黃牙醫診所,02 2102701,新北市新店區富貴街９巷１４號
郭濠生牙醫診所,02 9141473,新北市新店區華中街６４號
展新牙醫診所,222198096,新北市新店區建國路一五五號
寶麒牙醫診所,02 9136565,新北市新店區三民路１５５號
康和牙醫診所,229465819,新北市新店區安和路三段１５３號
新寶元牙醫診所,229120017,新北市新店區寶元路二段十五號一樓
上耀牙醫診所,86672777,新北市新店區中正路639號
蕙安牙醫診所,29156828,新北市新店區三民路三十號一樓
冠雅牙醫診所,02 29100766,新北市新店區中正路255號2樓
全心牙醫診所,02 29144996,新北市新店區三民路九十五號
元祥牙醫診所,02 89113355,新北市新店區中興路一段一九九號
北都牙醫診所,02 29102539,新北市新店區二十張路11巷1-1號3樓
新益牙醫診所,02-29188647,新北市新店區北宜路一段五十六號一樓
強生牙醫診所,29178725,新北市新店區北新路三段一五八號二樓
清新牙醫診所,29107886,新北市新店區寶安街六十四號一樓
安琪兒牙醫診所,02-22180816,新北市新店區中央路216-1號2樓
吉安牙醫診所,02 86668587,新北市新店區安民街63號1樓
群林牙醫診所,82187187,新北市新店區中正路四九五之一號
維美牙醫診所,02-29135050,新北市新店區三民路一三一號一樓
新采牙醫診所,286655812,新北市新店區中興路一段二六六之三號一樓
欣和牙醫診所,29411686,新北市新店區新和街三十四號一樓
品淳牙醫診所,02-22122582,新北市新店區安民街157號1樓
吉恩牙醫診所,286671726,新北市新店區中正路684號1樓
千悅牙醫診所,229177505,新北市新店區中正路226、228號2樓
晶采牙醫診所,229142028,新北市新店區民權路46號2樓
維彥牙醫診所,228380066,新北市新店區北新路二段177-1號1樓
敦鄰牙醫診所,229151555,新北市新店區北新路三段92號1、2樓
悠然牙醫診所,02  29128789,新北市新店區明德路65巷2號1樓
薪寶牙醫診所,229106216,新北市新店區寶橋路52號2樓
聖美牙醫診所,289112576,新北市新店區北新路二段53號1樓
舒美牙醫診所,286653018,新北市新店區建國路206號1樓
大坪林牙醫診所,286655103,新北市新店區北新路三段65巷6號1樓
皇冠牙醫診所,286661887,新北市新店區安康路二段208號1樓
丰采美學牙醫診所,222190055,新北市新店區中央路210-1號1樓
鄺懷德牙醫診所,229172587,新北市新店區民族路171號1樓
盈佳牙醫診所,229114696,新北市新店區中正路211號2樓
白玉牙醫診所,,新北市新店區北新路三段88號1、2樓
愛美牙醫診所,02-29138181,新北市新店區三民路175號1樓
傑仁牙醫診所,02-82187820,新北市新店區二十張路25巷1號1樓
晶湛牙醫診所,02-86660772,新北市新店區安康路2段117號1樓2樓
利林牙醫診所,02  29162000,新北市新店區北新路3段117號1樓2樓
利新牙醫診所,02  86654000,新北市新店區北新路1段221號1樓2樓
維風牙醫診所,02  29123553,新北市新店區北新路1段291號2樓
柏恩牙醫診所,02  29117066,新北市新店區三民路14號2樓
安康牙醫診所,02  22112552,新北市新店區安忠路8號1樓
順安堂傷科中醫診所,02 9155971,新北市新店區順安街１６號
真善美中醫診所,289147089,新北市新店區中興路一段163號1、2樓
安慶中醫診所,02-22152889,新北市新店區安康路三段51號1樓
德昌中醫診所,02 9115401,新北市新店區中正路３７０號
德林中醫診所,02 9420086,新北市新店區安和路三段１３３號
仁安中醫診所,02 9112867,新北市新店區光明街１７８號
萬安中醫診所,02 9110148,新北市新店區中正路234號2樓
健宏中醫診所,2218-8120,新北市新店區中央路一九八號
新店建成中醫診所,29135522,新北市新店區北新路二段176、178號1樓
元昌堂中醫診所,29153556,新北市新店區中興路三段二五一號
新福安中醫診所,229105657,新北市新店區中正路三二０號一樓
長庚中醫聯合診所,02 9187539,新北市新店區北新路一段３２７．３２９號１．２樓
育豐中醫診所,02 9111367,新北市新店區三民路７３號
新店榮星中醫診所,02 89113502,新北市新店區大豐路二十四號
百漢中醫診所,229178569,新北市新店區中正路一一三號一樓
國華中醫診所,(02)8665-3988,新北市新店區北新路三段86號1、2樓
易豐中醫診所,(02)2911-1399,新北市新店區民族路103號1、2樓及地下室
有全醫療社團法人有全牙醫診所,229101388,新北市新店區北新路二段164號1樓
安康中醫診所,(02)8666-5679,新北市新店區安康路二段175號1樓
岐伯齋中醫診所,2912-8116,新北市新店區民權路79號1樓
覺真中醫診所,(02)2915-5838,新北市新店區行政街17巷7號1樓
瑞清中醫診所,02-29135052,新北市新店區中興路2段231號1樓
思邈堂中醫診所,02-82180499,新北市新店區溪園路391號1樓
鈺晟中醫診所,22110693,新北市新店區安康路2段46-1號2樓
陳炳文中醫診所,02  86668001,新北市新店區安民街220號1樓
北新中醫診所,02  29188666,新北市新店區北宜路1段35號1樓
滿翎中醫診所,02  29119353,新北市新店區北新路1段319號1樓
新北市坪林區衛生所,02 6656272,新北市坪林區坪林街104號
麗寶牙醫診所,26617038,新北市烏來區忠治里堰堤45號
華成診所,26617411,新北市烏來區堰堤53號1樓
新北市烏來區衛生所,02 6616547,新北市烏來區忠治里堰堤48-1號
烏來安泰診所,228733416,新北市烏來區忠治里堰堤七號
康得內科診所,226617669,新北市烏來區烏來里環山路76號1樓
胡淑晶皮膚科診所,02 29263336,新北市永和區得和路二四九之三號
夏娃診所,29224924,新北市永和區中和路429號2樓、431號2樓
王威鈞婦產科診所,02 89211136,新北市永和區福和路197號1、2樓
林俊銘皮膚科診所,29469111,新北市永和區中正路326號1.2樓
蔡天惠婦產科診所,22326910,新北市永和區福和路387號
心晴診所,,新北市永和區竹林路二十七號一樓
林宗仁診所,89282789,新北市永和區永元路七十三號一樓
崇恩診所,89210079,新北市永和區成功路二段一三三號一樓、135號2樓、129巷2號2樓之1、之2
吳志仁診所,86602338,新北市永和區仁愛路一四七號一樓
大昕診所,02 29270098,新北市永和區中山路一段10號1樓
章志平小兒科診所,89219112,新北市永和區福和路一九五號
唐小兒科診所,29296170,新北市永和區中正路４３６號１．２樓４３８號１．２樓
成功診所,02 9227315,新北市永和區竹林路９１巷６號1樓
友和診所,02 9243990,新北市永和區福和路１３５號
蕭正貴小兒科家庭醫學科診所,02 9444304,新北市永和區得和路１９８號
愛兒小兒科診所,02 9233317,新北市永和區福和路１９９號
明獻診所,02 9415625,新北市永和區民生路１４號
雙和聯合診所,29400506 / 29411000,新北市永和區中正路284號1樓
祥恩診所,02 9225101,新北市永和區自由街七十六號
曾怡仁診所,02 7112291,新北市永和區得和路３４０號
宜安診所,02 9205850,新北市永和區中和路３３９號二Ｆ－１
黃榮泰診所,02 9224098,新北市永和區竹林路６７巷１０號
郭烽裕診所,229279011,新北市永和區永貞路三三九號一樓
新北市永和區衛生所,32332780,新北市永和區秀朗路一段137號
健新耳鼻喉科診所,89210657,新北市永和區永貞路二九七號
王英傑小兒科診所,29279600,新北市永和區中山路一段一五八號
光晴復健科診所,29462539,新北市永和區得和路一一０號一樓、地下一樓
文林診所,22323300,新北市永和區仁愛路15號1樓
博愛婦產科診所,02 9243818,新北市永和區光復街１５號
吉安小兒科診所,02 9420522,新北市永和區中正路１２號
雙和黃小兒內科診所,02 9416879,新北市永和區中正路１７號
張潤德小兒科診所,02 9422810,新北市永和區得和路１２２號
李廣德眼科診所,02 9290678,新北市永和區中正路六四三號一樓六四七號二樓
聯宏內科診所,29230929,新北市永和區保平路５０巷１號
仲信耳鼻喉科診所,,新北市永和區福和路268號
鍾婦產科診所,(02)8929-8899,新北市永和區福和路８４號1、2樓86號2、3樓
天仁內科小兒科診所,02 9432048,新北市永和區中正路二八六巷五號一樓
陳宏銘婦產科診所,02 9217064,新北市永和區竹林路１０號
安康小兒科內科診所,02 9252359,新北市永和區得和路三五七號
竹林皮膚科診所,02 9287479,新北市永和區竹林路１１２號之４
蘇耳鼻喉科診所,02 29245640,新北市永和區永和路二段二０三號二樓
賀自立耳鼻喉科診所,02 29461102,新北市永和區中正路45號
王新亞眼科,02 29425123,新北市永和區中正路81號1樓
薛俊福婦產科診所,02-29296465,新北市永和區成功路二段９９號1、2樓
仁方診所,02 9249288,新北市永和區仁愛路１１１號
蔡彥棠小兒科診所,02 29291346,新北市永和區林森路108號1樓
祐祥婦產科診所,02 9473039,新北市永和區成功路二段１８１號
永福耳鼻喉科診所,02 29292569,新北市永和區福和路一六七號一樓
定安皮膚科診所,229201413,新北市永和區福和路九十九號
謝政璋皮膚科診所,02 29203497,新北市永和區福和路256號1、2、3樓及256-1號1樓
蔡正平耳鼻喉科聯合診所,,新北市永和區得和路２４５號一Ｆ
吳銅坤婦產科診所,02 29271313,新北市永和區中山路一段35號、31號2樓之1、31號3樓之1
陳祥霖耳鼻喉科診所,02 29297329,新北市永和區中正路三七四號
黃柏榮耳鼻喉科診所,02 9258303,新北市永和區林森路４７號
洪源裕小兒科診所,02 89252926,新北市永和區竹林路181號1、2樓
林揚內科診所,02 9254861,新北市永和區福和路227號1樓
悅生婦產科診所,286606980,新北市永和區中正路四五五號二樓
泰祥婦產科診所,2329297,新北市永和區中和路337號、337-1號、337號2樓、337號2樓之1
蔡耳鼻喉科診所,02 29427164,新北市永和區中正路111號
張婦產科診所,02 29426229  29244719,新北市永和區中正路123號1、2、3樓
永信皮膚科診所,02 9257788,新北市永和區中正路５５２號
劉宗健小兒科診所,,新北市永和區得和路347號
陳旦陽耳鼻喉科診所,,新北市永和區中正路五五一號
曾眼科診所,02 3620837,新北市永和區福和路２４２號
博群復健診所,2,新北市永和區中正路３７２號
世芳復健科診所,02 9404635,新北市永和區中正路117號1、2樓
謝璧光小兒科診所,286602388,新北市永和區竹林路八十一號一樓
吳宗坡耳鼻喉科診所,223222209,新北市永和區得和路三八一號
蕭佩宏小兒科診所,86607115,新北市永和區福和路258號
友友小兒科診所,02 29294686,新北市永和區竹林路一三三之一號
蕙明眼科診所,02 29291748,新北市永和區得和路二三五號一樓
江華牙醫診所,02 9256120,新北市永和區得和路２９５號
國良牙醫診所,02 9289193,新北市永和區中正路２７７號
鴻林牙醫診所,02 9297876,新北市永和區國光路１５號
雷鳴牙醫診所,02 29414179,新北市永和區智光街116號1樓及2樓
上林牙醫診所,02 9238636,新北市永和區林森路１０１巷１０號
玉齡牙醫診所,229407596,新北市永和區得和路一八六號二樓
仁仁牙醫診所,02 9295121,新北市永和區福和路208號1樓
啟隆牙醫診所,02 9251979,新北市永和區文化路５０號
光耀牙醫診所,02 29292027,新北市永和區秀朗路一段178號
