,54e0cc8e-6f30-43c2-aa6d-333ad38a10d1
"VETTER PHARMA-FERTIGUNG GMBH & CO. KG FOR ABBOTT LABORATORIES.SCHUTZENSTRASSE 87 D-88212 RAVENSBURG, GERMANY",54eed48b-a6b0-47ce-a808-5091d38a10d1
"VETTER PHARMA-FERTIGUNG GMBH & CO. KG FOR N.V. ORGANONSCHUTZENSTRASSE 87 AND 99/101, D-88212 RAVENSBURG, GERMANY",54eed48a-99c4-4dbf-a2a8-5091d38a10d1
"VIANEX S.A. (PLANT C)16TH KM MARATHONOS AVENUE,15351 PALLINI ATTIKIS, GREECE",54eed499-b3c0-431a-a3cb-5091d38a10d1
"VIFOR (INTERNATIONAL) INC.ROCHENSTRASSE 37 9014 ST.GALLEN SWITZERLAND",54eed498-d49c-4eed-9127-5091d38a10d1
"VIFOR SAROUTE DE MONCOR 10 CH-1752 VILLARS SUR GLANE SWITZERLAND",54eed48a-4c40-4e2d-9b38-5091d38a10d1
"VIIV HEALTHCARE UK LIMITED980 GREAT WEST ROAD BRENTFORD MIDDLESEX, TW8 9GS, UNITED KINGDOM",54eed489-3320-4b47-8869-5091d38a10d1
"ViiV Healthcare ULC8455 Route Transcanadienne Montreal, Quebec, Canada H4S 1Z1",54eed499-50e4-49ff-886d-5091d38a10d1
"VILCO LABORATORIES PVT LTD.290 CHITRA, G.I.D.C. BHAVNAGAR GUJARAT, INDIA",54eed498-f9d4-4f04-b9d9-5091d38a10d1
"VIOLANI-FARMAVIGOR S.P.A.SESTO S. GIOVANNI MILANO",54eed493-59b4-4e9b-8fa3-5091d38a10d1
"VIRCHOW LABORATORIES LTD.PLOT NO.4 TO 10, S.V. CO-OPERATIVE INDUSTRIAL ESTATE, I.D.A., JEEDIMETLA, HYDERABAD-500 055 ANDHRA PRADESH STATE, INDIA",54eed499-e4e0-4073-af56-5091d38a10d1
"VIRUPAKSHA ORGANICS LIMITEDPLOT NO.B-4, IDA, GANDHINAGAR, HYDERABAD – 500 037, ANDHRA PRADESH, INDIA",54eed48a-7074-4ec8-a395-5091d38a10d1
"VIRUPAKSHA ORGANICS PVT. LTD.SURVEY NO.10, GADDAPOTHARAM VILLAGE, ZINNARAM MANDAL, MEDAK DISTRICT - 502319 ANDHRA PRADESH, INDIA",54eed48a-907c-4a10-922c-5091d38a10d1
"VIS FARMACEUTICI S.P.A.VIALE DELL' INDUSTRIA, 54-56 PODOVA",54eed495-8108-4ab3-972e-5091d38a10d1
"VITA-FRESH VITAMIN CO., INC.7366 ORANGEWOOD AVE GARDEN GROVE CALIF 92641",54eed495-8a28-4987-b214-5091d38a10d1
"VITABIOTICS LTD.122 MOUNTPLEASANT ALPERTON WEMBLEY MIDDLESEX HAO 1UGVITABIOTICS HOUSE ,1 BERESFORD AVENUE,WEMBLEY,MIDDLESEX HAO 1NU,ENGLAND",54eed495-c478-45a2-84e5-5091d38a10d1
"VITAL LABORATORIES PRIVATE LIMITEDPLOT NO.1710 & A-1/2208, 3RD PHASE, GIDC, VAPI 396195, INDIA",54eed499-b74c-41db-9cf3-5091d38a10d1
"VITAL LABORATORIES PVT LIMITEDPLOT NO. 1710 & A-1/2208, 3RD PHASE, GIDC, VAPI - 396195, INDIA",54eed49a-1430-4217-ad2a-5091d38a10d1
"VITAL PHARMACAL PVT. LTD.41 M.I.D.C. AREA DHATAV ROHA DIST RAIGAD MAHARASHTRA INDIA",54eed497-a028-4d44-825e-5091d38a10d1
"VITAMIN QUOTA INC.21 HENDERSON DRIVE WEST CALDWALL NEW JERSEY 07006",54eed495-8a40-4697-8ec9-5091d38a10d1
"VITAPHARM PHARMACEUTICAL PTY LTD.2-4 COCHRANES ROAD, MOOR-ABBIN VICTORIA",54eed495-5790-4ada-85f4-5091d38a10d1
"VITRUM ABFRANZENGATAN 9 STOCKHOLM.",54eed494-8534-42d3-a3fc-5091d38a10d1
"VIVIMED LABS LIMITEDSURVEY. NO: 202, 207/A, 207E & 207/AA, BONTHAPALLY (V), NARSAPUR (M), MEDAK DIST.-585 403, ANDHRA PRADESH, INDIA",54eed499-7804-4f9b-b5da-5091d38a10d1
"VLG CHEM35, AVENUE JEAN JAURES, 92390 VILLENEUVE-LA-GARENNE, FRANCE",54eed499-ac7c-40e1-a2a3-5091d38a10d1
"VLI CORP.2031 MAIN STREET, IRVINE, CALIFORNIA 92714",54eed497-9e68-4ff5-8eac-5091d38a10d1
"VORWERK & SOHN GMBH & COKG TEXTIL-U GUMMIWERKD-5600 WUPPERTAL 2 POB 201612",54eed497-7b7c-4241-a037-5091d38a10d1
"W. B. CARTIWRIGHT LTD.LEEDS",54eed48a-4068-486e-90ed-5091d38a10d1
"W. BIESTERFELD & CO.,2000 HAMBURG 1 FERDINANDSTR-BE 41",54eed493-7938-43e1-99f7-5091d38a10d1
"W. SPITZNER ARZNEIMITTELFABRIK GMBH.7505 ETTLINGEN-BADEN.",54eed496-0ed4-4abe-b20e-5091d38a10d1
"W. WOODWATD LTD.SANITAS HOUSE, STOCKWELL GREEN SW9, 9JJ LONDON",54eed495-9990-4800-b4d9-5091d38a10d1
"W.J. RENDELL LTD.ICKLEFORD MANOR, HITCHIN, HERTS SG5 3XE",54eed48b-9650-43dd-85ff-5091d38a10d1
"W.M. DELF LTD.RICE LANE LIVERPOOL 9",54eed48b-2fb8-48ab-9e6b-5091d38a10d1
"WADA CALCIUM PHARM. CO., LTD.7-36. 2-CHOME, IMAZUMIAAMI. TSURUMI-KU.OSAKA",54eed496-9458-43be-abd6-5091d38a10d1
"WAKAMOTO PHARMACEUTICAL CO. LTD.5-3, NIHONBASHI MUROMACHI 1-CHOME,CHUO-KU,TOKYO 103-8330    JAPAN5-3,NIHONBASHI, MUROMACHI 1-CHOME, CHUO-KU TOKYO, JAPAN.",54eed493-a76c-4c84-8b69-5091d38a10d1
"WAKAMOTO PHARMACEUTICAL CO., LTD.2-2-2,NIHONBASHI HONCHO, CHUO-KU, TOKYO, JAPAN",54eed496-af38-4fc5-81c6-5091d38a10d1
"WAKAMOTO PHARMACEUTICAL CO., LTD. SAGAMI OHI FACTORY378, KANATE AZA MINAMI, OHI-MACHI ASHIGARAKAMI-GUN, KANAGAWA PREFECTURE, JAPAN",54eed493-1f44-4490-a14e-5091d38a10d1
"WAKASA CO.,LTD.10-7, 1-CHOME SAGISU, FUKUSIMA-KU, OSAKA,533-0002 JAPAN",54eed498-9fa4-4ec4-8db8-5091d38a10d1
"WAKASA LTD.10-7, 1-CHOME SAGISU, FUKUSIMA-KU, OSAKA, JAPAN",54eed494-4a0c-46af-9f70-5091d38a10d1
"WAKO PURE CHEMICAL INDUSTRIES LTD.3-10 DOSHOMACHI HIGASHI-KU OSALA.",54eed496-b748-40f0-9065-5091d38a10d1
"WAKODO CO.,, LTD.",54eed48a-5eac-4c50-abb8-5091d38a10d1
"WAKUNAGA OF AMERICA CO., LTD.23501 MADERO MISSION VIEJO, CALIFORNIA 92691 U. S. A.",54eed498-a894-48e9-b553-5091d38a10d1
"WAKUNAGA PHARMACEUTICAL CO. LTD.1624 SHIMOKOTACHI, KODA-CHO, AKITAKATA CITY, HIROSHIMA PREF, JAPAN",54eed494-9ac8-4e6e-90b2-5091d38a10d1
"WALLACE MANUFACTURING CHEMISTS LTD.1A FROGNOL, LONDON NW3 6AN ENGLANDSTANDARD HOUSE ,16-22 EPWORTH STREET LONDON EC2A 4DL",54eed492-a8f0-4741-8a62-5091d38a10d1
"WALLERSTEIN CO.6301 LINCOLN AVENUE MORTON GROVE, I11-INOIS 60053",54eed492-b8bc-4f95-b09e-5091d38a10d1
"WALTER RITTERMESSBERGH OF 2000 HAMBURG 1",54eed494-9054-48b1-8bd7-5091d38a10d1
"WALTER RITTER GMBH + CO.SPALDINGSTRASSE 110B -D20097 HAMBURG, GERMANY",54eed499-5308-4121-8d96-5091d38a10d1
"WANBURY LIMITEDA-15, MIDC INDUSTRIAL AREA, PATALGANGA, DISTRICT RAIGAD, MAHARASHTRA, INDIA",54eed499-b46c-4562-93ad-5091d38a10d1
"WANBURY LIMITED, Doctors Organic Chemicals DivisionK. ILLINDALAPARRU-534 217, IRAGAVARAM MANDAL, WEST GODAVARI DISTRICT, ANDHRA PRADESH, INDIA",54eed499-1174-464c-ab51-5091d38a10d1
"WANDER CHEMICAL LTD.LOCARNO",54eed48a-10dc-44ed-bbd3-5091d38a10d1
"WANDER LTD.6522 OSTHOFEN BAHNHOFSTRASSE 2 BERNE",54eed489-9310-40b2-91ec-5091d38a10d1
"WANER-CHILCOTT LABS (PHIL) INC.PASIG, RIZAL",54eed493-a928-46e6-9981-5091d38a10d1
"WARD BLENKINSOP & CO. LTD.FULTON HOUSE, EMPIRE WAY, WEMBLEY MIDDLESEX HA9 OLX",54eed489-e918-4e28-8a2d-5091d38a10d1
"WARNER CHILCOTT LAB. DIVISION OF WARNER-LAMBERT PHAM. CO.201 TABOR RD. MORRIS PLAIN, NEW JERSEY",54eed493-0108-42e6-8f17-5091d38a10d1
"WARNER LAMBERT CO.MORRIS PLAINS NEW JERSEY.",54eed494-1a10-42f3-9dcb-5091d38a10d1
"WATANABE PHARMACEUTICAL INDUSTRIAL CO., LTD.555, MIZUHASHI-CHO, TOYAMA-CITY, TOYAMA-KEN, JAPAN",54eed496-e1fc-42ee-9779-5091d38a10d1
"WATANABE PHARMACEUTICAL INDUSTRIAL CO., LTD. JOJO PLANT1-7, KITABANBA MIZUHASHI-CHO TOYAMA-CITY TOYAMA-KEN JAPAN",54eed498-01a4-4cd3-8022-5091d38a10d1
"WATERFORD PHARMACEUTICALS LTD. (IRELAND)INDUSTRIAL ESTATE WATERFORD",54eed495-317c-490f-b23d-5091d38a10d1
"WEBCON PHARMACEUTICAL DIV OF ALCON LAB. (PUERTO RICO) INC.HUMACAO P.R. 00661",54eed493-8a54-470e-85f0-5091d38a10d1
"WEDDEL PHARMACEUTICALS LTD.RED WILLOW ROAD. WREXHAM. INDUSTRIAL ESTATE. WREXHAM CLWYD LL13 9PX",54eed495-f6e0-44ba-96c5-5091d38a10d1
"WEIDER'S FARMASOYTISKE A.S.HAUSMANNSGT, 6 VATERLAND, OSLO. 1",54eed494-f120-4dbc-a0dd-5091d38a10d1
"WEIFA ASOSTENSJOVEIEN 27, NO-0661 OSLO, NORWAY",54eed48b-d71c-429f-a498-5091d38a10d1
"WEIFA AS, KRAGERO  PLANTGRUVEVEIEN 1, NO-3770 KRAGERØ, NORWAY",54eed48b-a328-4fa5-9501-5091d38a10d1
"WEIFA AS, KRAGERO PLANTOSTENSJOVEIEN 27, NO-0661 OSLO, NORWAY",54eed48b-c524-4a6e-b2dd-5091d38a10d1
"WEIHAI DISU PHARMACEUTICAL CO., LTD.No,55 WAY OF QILU ROAD, WEIHAI ECONOMIC & TECHNOLOGICAL DEVELOPMENT ZONE, SHANDONG, CHINA",54eed48c-1258-4542-ae3e-5091d38a10d1
"WEIMER PHARMA GMBH.7550 RASTA TT/BADEN",54eed496-e650-435e-8c0f-5091d38a10d1
"WELFIDE CORPORATION.11 OSADANO-CHO 2-CHOME FUKUCHIYAMA CITY KYOTO-PREFECTURE JAPAN6-9 HIRANOMACHI 2-CHOME CHUO-KU OSAKA JAPAN",54eed498-3f3c-401f-a86f-5091d38a10d1
"WELFIDE KOREA CO., LTD.903-4 SANGSIN-RI HYANGNAM-MYUN HWASUNG-GUN KYEONGGI-DO KOREA",54eed498-12a0-40a3-9de2-5091d38a10d1
"WELIFIDE CORPORATION(WELFIDE CORPORATION YOSHITOMI FACTORY)6-9 HIRANOMACHI 2-CHOME CHUO-KU, OSAKA, JAPAN.",54eed489-9330-4d50-b284-5091d38a10d1
"WELLCOME DIAGNOSTICS A DIVISION OF THE WELLCOME FOUNDATION LTD.TEMPLE HILL DARTFORD DAL 5AH",54eed48a-6994-494e-bd4f-5091d38a10d1
"WELPHARM S.P.A. I.LATINA, ROME",54eed489-8b98-4160-9db1-5091d38a10d1
"WEST WARD INC.465. INDUSTRIAL WAY WEST,EATONTOWN NEW JERSEY,07724",54eed495-26c8-4a45-9b73-5091d38a10d1
"WESTERN DRUGS LTD.F-271 (A) MEWAR INDUSTRIAL AREA, MADRI, UDAIPUR -313 003 INDIA",54eed499-0964-4b64-be07-5091d38a10d1
"WESTMINSTER LAB. LTD.EXPORT DISTRIBUTOR RECKITT & COLMAN (OVERSEAS) LIMITED LONDON",54eed492-5868-4d2c-bebb-5091d38a10d1
"WHETH-PHARM G.M.B.H.D-48159 MUNSTER SCHLEEBRUGGENLEAMP 15 FEDERAL REPUBLIC OF GERMANY",54eed493-c70c-464b-b04d-5091d38a10d1
"WHEY PRODUCTS LTD. ROYAL LONDONHOUSE 16 FINSBURY SQUARE LONDON EC 2ALTB",54eed493-e2e4-4275-a473-5091d38a10d1
"WHITEHALL LABORATORIES PTY LIMITED TRADING AS A.H. ROBINS4 CHARLES STREET, CANTERBURY N.S.W.",54eed494-5b24-431a-99ae-5091d38a10d1
"WHITEHALL LABORATORIES, INC.1919 SUPER ST. ELKHART, INDIANA",54eed496-c598-4068-9c63-5091d38a10d1
"WHITEHALL ROBINS HEALTHCARE DIVISION OF AMERICAN HOME PRODUCTS CORP1407 CUMMINGS DRIVE RICHMOND VIRGINIA 23220 U.S.A.",54eed497-7530-4122-a201-5091d38a10d1
"WILL-PHARMAAVENCEE MONPLAISIRBAAN 33, 1030 BRURELLES-BRUSSEL",54eed493-edf4-45ae-a60a-5091d38a10d1
"WILLIAM RANSOM & SON, LTD104 BANCRAFT, HITCHIN HERTFORDSHIRE, SG5 1LY,",54eed497-5c5c-4155-89ac-5091d38a10d1
"WILLIAN R WARNER & CO LTD.EASTLEIGH, HAMPSHIRE",54eed493-bc14-4b25-88fb-5091d38a10d1
"WILSON LAB.I11INOIS",54eed492-1b44-4cc0-a811-5091d38a10d1
"WINNING LABORATORIES INC.2920 AIRWAY AVENUE COSTA MESA, CALIFORNIA 92626",54eed494-38c4-49ab-9718-5091d38a10d1
"WINNIPEG RH INSTITUTE INC.UNIVERSITY OF MANITOBA WINNI DEG, CANADA",54eed48a-3a20-4cb1-9cb2-5091d38a10d1
"WINTHROP LAB. PRODUCTION DIV. OF STERLING-WINTHROP GROUP LTD.NEWCASTLE-UPON-TYNE",54eed492-b33c-492d-b8ce-5091d38a10d1
"WINTHROP LABORATORIES DIVISION OF STERLING DRUG INC.EAST GREENBUSH, NEW YORK 12061",54eed493-20ac-4402-b981-5091d38a10d1
"WINTHROP PHARMACEUTICAL DIVISION OF STERLING PRODUCTS INTERNATION INCORPORATED74E-DE LOS SANTOS, MANDALUYONG METRO MANILA",54eed493-73cc-4b9f-9755-5091d38a10d1
"WINTHROP PRODUCTS INC.MANILA",54eed489-7558-4e68-bd75-5091d38a10d1
"WINTHROP-BREON LABORATORIES DIVISION OF STERLING DRUG INC.EAST GREENBUSH, RENSSELAER, NEW YORK STATE",54eed497-dbc4-41a7-869f-5091d38a10d1
"WOCKHARDT LIMITED.WOCKHARDT TOWERS, BANDRA KURLA COMPLEX, BANDRA (EAST) MUMBAI-400 051, MAHARASHTRA INDIA.",54eed498-9574-4d60-afe1-5091d38a10d1
"WOCKHARDT LTD.PLOT NO. 138/2 & 138/1+B GIDC, ANKLESHWAR DISTRICT BHARUCH, GUJARAT",54eed497-419c-480b-9296-5091d38a10d1
"WOEHLM PHARMA GMBH & CO.,D-3440 ESCHWEGE",54eed492-feac-476a-bd03-5091d38a10d1
"WOO PYUNG CO. LTD.SAN 84-2 BOOYUN-RI DAESO-MYUN EMSONG-GUN CHOONGCHUNG BUK-DO REPUBLIC OF KOREA",54eed497-3340-401e-94d3-5091d38a10d1
"WORWAG PHARMA GMBH & CO.KGCALWER STARSSE 7, 71034 BOBLINGEN, GERMANY",54eed499-36fc-42fc-acf7-5091d38a10d1
"WRAFTON LABORATORIES LIMITED.WRAFTON, BRAUNTON, NORTH DEVON, ENGLAND.11CHENIES STREET, LONDON, WC1E 7ET, ENGLAND.",54eed494-798c-4ef6-8e67-5091d38a10d1
"WUHAN GRAND HOYO PHARMACEUTICAL CO., LTDNO.1, INDUSTRIAL PARK, GEDIAN ECONOMY DEVELOPMENT ZONE,HUBEI,CHINA",54eed48c-aef8-4372-a6c6-5091d38a10d1
"WUHAN WUYAO PHARMACEUTICAL CO., LTD.5, GUTIAN ROAD, WUHAN, HUBEI PROVINCE, CHINA",54eed48b-62bc-4e61-ab08-5091d38a10d1
"WULFING PHARMA GMBHBETHELNER LANDSTRASSE 18, D-31028 GRONAU, GERMANY",54eed495-99f0-4ebe-8187-5091d38a10d1
"WULFING PHARMA. GMBHBETHELNER LANDSTRASSE 18 D-31028 GRONAU GERMANY",54eed495-4358-48d7-bbd8-5091d38a10d1
"WUXI JINGHAI AMINO ACID CO., LTD.DONGGANG TOWN, XISHAN DISTRICT, WUXI, JIANGSU, CHINA",54eed48c-604c-4453-8fdc-5091d38a10d1
"WUXI KAILI PHARMACEUTICAL CO., LTD.PENGGAN VILLAGE, ZHOUTIE TOWN, YIXING CITY, JIANGSU PROVINCE, P.R. OF CHINA",54eed48b-a53c-4d60-8f1a-5091d38a10d1
"WUXI NO.2 PHARMACEUTICAL FACTORYNO. 257 XICHENG ROAD, WUXI, JIANGSU, PROVINCE, P.R. CHINA",54eed48b-d1a4-485a-86e3-5091d38a10d1
"WYETH AUSTRALIA PTY.LTD.323 WOODPARK ROAD,SMITHFIELD NEW SOUTH WALES 2164,AUSTRALIA5 GIBBON ROAD,BAULKHAM HILLS,NEW SOUTH WALES 2164,AUSTRALIA",54eed492-6cd0-472b-9688-5091d38a10d1
"WYETH BIOPHARMA DIVISION OF WYETH PHARMACEUTICALS INC, A SUBSIDIARY OF PFIZER INC.ONE BURTT ROAD, ANDOVER, MA 01810, USA",54eed48a-d034-4fa8-a195-5091d38a10d1
"WYETH CANADA1025 MARCEL LAURIN BOULEVARD SAINT LAURENT QUEBEC H4R 1J6 CANADA",54eed496-825c-4b1a-95d0-5091d38a10d1
"WYETH FARMA S.A.28700 SAN SEBASTIAN DE LOS REYES, MADRID SPAIN",54eed49a-95d4-4fa1-a87e-5091d38a10d1
"WYETH FARMA, S.A.AUTOVIA DEL NORTE A1 KM 23 DESVIO ALGETE KM1 SAN SEBASTIAN DE LOS REYES 28700 MADRID, SPAIN",54eed489-232c-4ed0-9f8d-5091d38a10d1
"WYETH LAB. INC.WASP & BIDDLE STREETS P.O.BOX 304 MARIETTA PA 17547 USAPHILADELPHIA, PA19101 U.S.A.",54eed489-08b8-4050-af9e-5091d38a10d1
"WYETH LABORATORIA B.V.AMSTERDAM, HOLLAND",54eed496-03dc-4c28-bd84-5091d38a10d1
"WYETH LEDERLE S.R.L.VIA FRANCO GORGONE, ZONA INDUSTRIALE IT-95100, CATANIA, ITALY",54eed497-90d8-48b9-81be-5091d38a10d1
"WYETH MEDICA IRELANDLITTLE CONNELL NEWBRIDGE CO. KILDARE IRELAND",54eed497-861c-4bf4-b3a7-5091d38a10d1
"WYETH PARENTERALS DIVISION OF WYETH HOLDINGS CORPORATIONKM 9.7 65TH INFANTRY AVENUE CAROLINA, PUERTO RICO  00987",54eed497-f8e8-4aae-a74d-5091d38a10d1
"WYETH PHARMA GMBHWIENBURG STRABE 207  D-48159,  MUNSTER, FEDERAL REPUBLIC OF GERMANY",54eed498-d9a4-4f47-bf85-5091d38a10d1
"WYETH PHARMACEUTICAL DIVISION OF WYETH HOLDINGS CORPORATION401 NORTH MIDDLETOWN ROAD., PEARL RIVER, NY 10965-1299, U.S.A.",54eed48a-b090-47f9-ae53-5091d38a10d1
"WYETH PHARMACEUTICAL DIVISION OF WYETH HOLDINGS CORPORATION,A SUBSIDIARY OF PFIZER INC.4300 OAK PARK, SANFORD, NORTH CAROLINA 27330, U.S.A.",54eed48a-82bc-4894-b012-5091d38a10d1
"WYETH PHARMACEUTICAL INC.P.O. BOX 8299, PHILADELPHIA, PA 19010-8299 U.S.A.",54eed48a-b1f4-4013-8212-5091d38a10d1
"WYETH PHARMACEUTICALSNEW LANE, HAVANT, HAMPSHIRE PO9 2NG, UNITED KINGDOM",54eed489-526c-45e5-8cdc-5091d38a10d1
"WYETH PHARMACEUTICALS CO. PUERTO RICO (ACTIVE TAB.)STATE ROAD NO.3 KM 142.1 GUAYAMA PUERTO RICO",54eed498-c8fc-4b1f-8b4d-5091d38a10d1
"WYETH PHARMACEUTICALS COMPANYGUAYAMA, PUERTO RICO 00784, U.S.A.",54eed498-09bc-4fc7-81b4-5091d38a10d1
"WYETH PHARMACEUTICALS DIVISION OF WYETH HOLDINGS CORPORATION401 NORTH MIDDLETOWN RD., PEARL RIVER, NY 10965, U.S.A.",54eed48b-2f64-4682-85c0-5091d38a10d1
"WYETH PHARMACEUTICALS INC.64 MAPLE STREET ROUSES POINT N.Y. 12979.",54eed498-8ca8-431b-9977-5091d38a10d1
"WYETH PHARMACEUTICALS INC.,64 MAPLE STREET, ROUSES POINT, NY 12979 U.S.A.",54eed498-6940-473f-9ef3-5091d38a10d1
"WYETH-AYERST CANADA INC.1025 MARCEL LAURIN BOULEVARD SAINT LAURENT QUEBEC H4R 1J6 CANADA",54eed494-70ec-406e-91de-5091d38a10d1
"WYETH-PHARMA G.M.B.H.WIENBURGSTRABE 207,48159 MUNSTER,GERMANY",54eed492-c288-479d-994f-5091d38a10d1
"XELLIA (TAIZHOU) PHARMACEUTICALS CO., LTD.108 BINHAI ROAD 318000 JIAOJIANG DISTRICT TAIZHOU ZHEJIANG PROVINCE P.R. CHINA",54eed48e-d934-4fc4-9bd4-5091d38a10d1
"XELLIA PHARMACEUTICALS APSDALSLANDSGADE 11, 2300 COPENHAGEN S, DENMARK",54eed499-f110-4c17-98ad-5091d38a10d1
"XELLIA PHARMACEUTICALS ASHARBITZALLEEN 3, N-0275 OSLO, NORWAY",54eed498-00f0-4ee9-a0c8-5091d38a10d1
"XELLIA PHARMACEUTICALS LTD.SZALLAS UTCA 3. 1107 BUDAPEST HUNGARY",54eed498-4f2c-42b5-bf3a-5091d38a10d1
"XEPA-SOUL PATTINSON (MALAYSIA) SDN BHD1-5CHENG INDUSTRIAL ESTATE, 75250 MELAKA, MALAYSIA",54eed48a-ffb0-42e1-b5f4-5091d38a10d1
"XIAMEN MCHEM LABORATORIES LTD.NO.6, YANGTAI ROAD, XINYANG INDUSTRIAL ZONE, HAICANG, XIAMEN, P.R. 361022 CHINA",54eed48b-9390-49bb-9428-5091d38a10d1
"XIANNING JINGHUI PHARMACEUTICAL ENTERPRISE CO., LTD.NO.36 YINQUAN AVENUE, XIANNING CITY, HUBEI, CHINA",54eed48b-64c0-453d-8a5c-5091d38a10d1
"XINJIANG ALAER XINNONG LICORICE INDUSTRY CO., LTD.XINKAILING TOWN, CITY XINJIANG",54eed48c-3330-4b0d-abfa-5091d38a10d1
"XIWANG PHARMACEUTICAL CO., LTD.XIWANG INDUSTRY ZONE ZOUPIN COUNTY, SHANDONG PROVINCE, CHINA",54eed48c-ab4c-4d14-86a5-5091d38a10d1
"YABAO PHARMACEUTICAL GROUP CO., LTD.NO. 1, INDUSTRIAL BROADWAY, FENGLINGDU DEVELOPMENT AREA, SHANXI, CHINA",54eed48c-f484-4760-ba66-5091d38a10d1
"YAKOU PHARM. CO. LTD.245, TAWARAMOTOCHIYO SHIKIGUN NARAKEN",54eed492-bc1c-4780-881e-5091d38a10d1
"YAKULT HONSHA CO LTD.NO. 1-21 KOHAMA, 3-CHOME TAKARATSUKA SHI, HYOGO-KEN",54eed493-ad74-4e85-870e-5091d38a10d1
"YAKULT HONSHA CO., LTD1-19, 1-CHOME, HIGASHI-SHINBASHI, MINATO-KU, TOKYO, 105, JAPAN",54eed494-72ac-49e2-8902-5091d38a10d1
"YAMAKAWA CHEMICAL IND. CO. LTD. MITSUIBUILDING NO. 1 MUROMACHI-NICHOME NIHONBASHI, CHUO-KU, TOKYO",54eed492-e184-4b47-bb73-5091d38a10d1
"YAMAMOTO CHEMICAL IND CO. LTD.4-1 CHOME FUNAZUMACHI WAKAYAMASHI",54eed497-baa4-464c-924b-5091d38a10d1
"YAMANOUCHI PHARMACEUTICAL CO. LTD.NO. 3-11, NIHONBASHI-HONCHO 2-CHOME,CHUO-KU,TOKYO 103,JAPAN",54eed489-f0c4-4dad-a698-5091d38a10d1
"YAMANOUCHI PHARMACEUTICAL CO., LTD. (AZUSAWA PLANT)2-2 AZUSAWA 1-CHOME ITABASHI-KU TOKYO JAPAN",54eed493-4714-4f5f-a4be-5091d38a10d1
"YAMANOUCHI PHARMACEUTICAL CO., LTD. (YAIZU PLANT)180 OZUMI YAIZU-SHI SIZUOKA-KEN JAPANNO.3-11,NIHONBASHI-HONCHO 2-CHOME,CHUO-KU,TOKYO 103,JAPAN",54eed494-614c-4533-959d-5091d38a10d1
"YAMANOUCHI PHARMACEUTICAL CO., LTD. NISHINE PLANT.154-13, DAI-2 CHIWARI, OBUKE, NISHINECHO, IWATE-GUN, IWATE, JAPAN",54eed492-9ea8-442a-bffb-5091d38a10d1
"YAMASA SHOYU10-1 ARAOICHO, 2-CHOME CHOSHI CHIBA",54eed495-8f68-4539-b2d6-5091d38a10d1
"YAMATO CHUO SEIYAKU CO. LTD.6-16. 1-CHOME, KITE YAGICHO KASHWARASHI, NARAKEN.",54eed48a-e8a0-4a49-8db7-5091d38a10d1
"YAMAZAKI TEIKOKUDO CO., LTD4-5-1, NIHOMBASHI-MUROMACHI, CHUO-KU, TOKYO, JAPAN",54eed49a-b9fc-4ea4-a39f-5091d38a10d1
"YAMAZAKI TEIKOKUDO CO., LTD. KASHIWA FACTORY73-1, TOYOSHIKI, KASHIWA-CITY, CHIBA-PREF., JAPAN",54eed49a-7028-4be8-b870-5091d38a10d1
"YANGZHOU PHARMACEAUTICAL CO.,LTD7, SOUTH WENFENG ROAD, YANGZHOU, JIANGSU, CHINA.",54eed48b-38cc-41b0-a6c3-5091d38a10d1
"YANGZHOU PHARMACEUTICAL CO.,LTD7, SOUTH WENFENG ROAD, YANGZHOU, JIANGSU, CHINA.",54eed48b-9630-42dd-b8c7-5091d38a10d1
"YANSHU CHEMICALS (INDIA) PVT. LTD.PLOT NO.407/8&9, G.I.D.C. ESTATE (NEAR FIRE BRIGADE STATION), PANOLI-394116, DIST, BHARUCH, GUJARAT STATE, INDIA.",54eed498-08c4-4a46-94d8-5091d38a10d1
"YANTAI DONGCHENG BIOCHEMICALS CO., LTD.NO. 7, CHANGBAISHAN ROAD, YANTAI DEVELOPMENT ZONE, SHANDONG PROVINCE , CHINA",54eed48b-6d10-4bd4-b2a2-5091d38a10d1
"YI CHANG SANXIA PHARMACEUTICAL CO., LTD.NO.8 ZIYANG ROAD DIANJUN DISTRICT, YICHANG CITY, HUBEI PROVINCE, CHINA",54eed48c-9de0-49d3-b817-5091d38a10d1
"YODOGAWA PHARMACEUTICAL CO., LTD.3750, AZA-JUHACHICHO, MAKI, ANPACHI-CHO, ANPACHI-GUN, GIFU PREFECTURE",54eed497-3410-4a3f-88e2-5091d38a10d1
"YODOGAWA SEIYAKU CO. LTD.NO. 136 2-CHOME NISIYODOGAWA-KU NOSATOHIGASI OSAKA",54eed489-d1f4-4636-8b3c-5091d38a10d1
"YOHSHIN CO. LTD.NO. 237, SHIOSHIO TOYAMA CITY",54eed495-9230-4616-8747-5091d38a10d1
"YONEYAMA YAKUHIN KOGYO CO. LTD.NO. 33, DOSHO MACHI, 2-CHOME HIGASHI-KU, OSAKA",54eed494-7e6c-447d-9559-5091d38a10d1
"YONEZAWA HAMARI CHEMICALS, LTD.2-4300-18, HACHIMANPARA, YONEZAWA, YAMAGATA, JAPAN",54eed497-7db0-435b-9a83-5091d38a10d1
